"","x"
"1250",6.14302655189621
"1251",6.15536638588422
"1252",6.01250924302708
"1253",6.15536638588422
"1254",6.79822352874137
"1255",2.15536638588422
"1256",5.29822352874137
"1257",7.1999927848911
"1258",8.05483361419988
"1259",6.05483361419988
"1260",7.05483361419988
"1261",7.08586515934531
"1262",7.34054789991417
"1263",6.84054789991417
"1264",6.84054789991417
"1265",7.34054789991417
"1266",6.2691193284856
"1267",7.05483361419988
"1268",5.98340504277131
"1269",6.34054789991417
"1270",6.3537677970807
"1271",6.2691193284856
"1272",6.44061311649451
"1273",7.41197647134274
"1274",4.19769075705703
"1275",5.48340504277131
"1276",8.84054789991417
"1277",7.91197647134274
"1278",7.41197647134274
"1279",6.72872230220245
"1280",6.91197647134274
"1281",6.48340504277131
"1282",6.69769075705702
"1283",6.98340504277131
"1284",6.55483361419988
"1285",6.41197647134274
"1286",6.91197647134274
"1287",7.55483361419988
"1288",6.78233922565212
"1289",7.12626218562845
"1290",6.58347025935165
"1291",6.12626218562845
"1292",6.12626218562845
"1293",-0.0165949572286878
"1294",-0.0533529143644406
"1295",0.0916515759994185
"1296",-0.0458580006399794
"1297",0.057735601337111
"1298",-0.0136533673595747
"1299",-0.00986824996375353
"1300",-0.0483183805576722
"1301",0.00443773400778281
"1302",0.00791844136503164
"1303",0.0220699213388405
"1304",-0.0760727312344402
"1305",0.0523535175636776
"1306",0.0060626865645035
"1307",-0.0780941705675215
"1308",-0.0254777758543627
"1309",0.000650934415856089
"1310",0.0176554178594885
"1311",0.0358069319427566
"1312",0.0537795094141881
"1313",-0.0211681606235368
"1314",-0.0376420409213838
"1315",0.0395724215642102
"1316",0.0118938796935589
"1317",-0.016568549779064
"1318",-0.0925392801657223
"1319",0.0280135732517807
"1320",0.187615206951851
"1321",0.242066812046173
"1322",-0.0261863674499403
"1323",0.238959278238646
"1324",0.305071592577007
"1325",0.282779183982007
"1326",0.0884584266462897
"1327",0.0294626900710432
"1328",-0.204540661129739
"1329",-0.0112058810303879
"1330",0.0863788379160728
"1331",0.0191283903359569
"1332",0.364949791909046
"1333",0.299543483937612
"1334",0.426062855572955
"1335",0.145088624919123
