"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"France","5","Mexico","8","4","731"
"Italy","2","Brazil","4","1","732"
"Argentina","6","Belgium","8","2","732"
"Japan","1","Spain","4","3","732"
"Netherlands","5","Uruguay","8","4","732"
"Mexico","1","Denmark","4","1","733"
"Korea Republic","5","Portugal","8","2","733"
"Japan","1","Argentina","4","3","733"
"Belgium","5","France","7","4","733"
"Uruguay","1","England","3","1","734"
"Colombia","6","Italy","8","2","734"
"Croatia","1","Mexico","3","3","734"
"Portugal","6","France","7","4","734"
"England","1","Switzerland","3","1","735"
"Belgium","6","Spain","7","2","735"
"Algeria","1","Croatia","4","3","735"
"France","5","Italy","8","4","735"
"Iran","1","Italy","3","1","736"
"Portugal","6","Argentina","7","2","736"
"Jamaica","2","France","4","3","736"
"Wales","5","Belgium","7","4","736"
"Spain","2","Colombia","3","1","737"
"France","6","Belgium","7","2","737"
"Denmark","2","Switzerland","3","3","737"
"Uruguay","6","Netherlands","7","4","737"
"Morocco","1","Netherlands","3","1","738"
"Brazil","6","France","7","2","738"
"Colombia","2","Spain","3","3","738"
"Denmark","6","Uruguay","8","4","738"
"Denmark","2","Netherlands","4","1","739"
"Korea Republic","6","Portugal","8","2","739"
"England","2","Spain","3","3","739"
"Belgium","6","Wales","7","4","739"
"Croatia","1","England","4","1","740"
"France","6","Portugal","8","2","740"
"Spain","2","Belgium","3","3","740"
"Brazil","5","Uruguay","8","4","740"
"Nigeria","2","Colombia","4","1","741"
"Mexico","6","Brazil","8","2","741"
"Qatar","1","Belgium","3","3","741"
"Argentina","5","Uruguay","8","4","741"
"Colombia","2","Spain","3","1","742"
"Brazil","6","France","8","2","742"
"Argentina","1","Belgium","3","3","742"
"Italy","6","Switzerland","7","4","742"
"Italy","1","England","3","1","743"
"Uruguay","6","United States","8","2","743"
"Nigeria","1","Germany","3","3","743"
"Spain","6","France","7","4","743"
"Netherlands","1","France","3","1","744"
"Italy","5","Algeria","7","2","744"
"Spain","2","Germany","4","3","744"
"Brazil","5","Argentina","7","4","744"
"Mexico","2","Argentina","4","1","745"
"Belgium","5","Croatia","8","2","745"
"Switzerland","2","Denmark","3","3","745"
"Colombia","6","England","7","4","745"
"Croatia","1","Netherlands","4","1","746"
"Portugal","6","Iran","8","2","746"
"Morocco","1","England","4","3","746"
"Poland","5","Spain","7","4","746"
"Colombia","1","Portugal","3","1","747"
"Netherlands","5","Belgium","8","2","747"
"England","1","Uruguay","3","3","747"
"France","6","Mexico","7","4","747"
"Wales","1","Switzerland","4","1","748"
"Germany","6","Italy","7","2","748"
"Brazil","1","England","3","3","748"
"France","5","Argentina","8","4","748"
"Mexico","1","England","4","1","749"
"Belgium","5","Nigeria","7","2","749"
"United States","1","Germany","4","3","749"
"Italy","6","Uruguay","8","4","749"
"Denmark","2","England","3","1","750"
"Italy","6","Brazil","8","2","750"
"Uruguay","1","Switzerland","3","3","750"
"Japan","6","Germany","8","4","750"
"England","1","Belgium","3","1","751"
"Spain","6","Italy","7","2","751"
"Germany","1","Australia","3","3","751"
"Mexico","6","Switzerland","7","4","751"
"United States","1","Jamaica","3","1","752"
"France","5","Switzerland","8","2","752"
"Brazil","2","Spain","3","3","752"
"Italy","5","Netherlands","8","4","752"
"Uruguay","1","Brazil","4","1","753"
"Belgium","6","Italy","8","2","753"
"France","1","Argentina","3","3","753"
"England","6","Wales","8","4","753"
"Belgium","1","Netherlands","3","1","754"
"Brazil","6","Poland","8","2","754"
"Germany","1","France","3","3","754"
"Argentina","5","Iran","8","4","754"
"Colombia","1","Portugal","3","1","755"
"Wales","6","Italy","7","2","755"
"Qatar","1","France","3","3","755"
"Argentina","5","Brazil","7","4","755"
"Denmark","2","Netherlands","3","1","756"
"Uruguay","5","Germany","8","2","756"
"Mexico","1","Brazil","3","3","756"
"Croatia","6","Australia","7","4","756"
"Croatia","1","Spain","4","1","757"
"Belgium","5","Portugal","8","2","757"
"Brazil","1","Poland","3","3","757"
"Netherlands","5","Germany","8","4","757"
"Croatia","2","France","4","1","758"
"Brazil","6","Italy","8","2","758"
"Belgium","1","Mexico","3","3","758"
"Spain","6","Portugal","8","4","758"
"Portugal","2","Brazil","4","1","759"
"Italy","5","Uruguay","7","2","759"
"United States","1","Spain","4","3","759"
"Belgium","5","Denmark","8","4","759"
"Argentina","1","Switzerland","3","1","760"
"Brazil","6","Germany","7","2","760"
"Poland","1","Belgium","4","3","760"
"Wales","5","Portugal","7","4","760"
"Spain","2","Portugal","3","1","761"
"Brazil","6","Argentina","7","2","761"
"Chile","2","Belgium","3","3","761"
"Wales","6","France","7","4","761"
"Mexico","2","Iran","4","1","762"
"Denmark","5","Colombia","7","2","762"
"Wales","1","France","3","3","762"
"England","5","Portugal","8","4","762"
"Uruguay","1","Mexico","4","1","763"
"Senegal","5","Argentina","8","2","763"
"Brazil","1","Croatia","4","3","763"
"England","6","Germany","7","4","763"
"Algeria","2","Mexico","4","1","764"
"Argentina","6","Belgium","7","2","764"
"Switzerland","1","Brazil","4","3","764"
"Germany","6","Italy","7","4","764"
"Netherlands","2","Uruguay","4","1","765"
"Germany","5","England","7","2","765"
"Switzerland","1","France","3","3","765"
"Brazil","6","Belgium","7","4","765"
"Qatar","1","Argentina","4","1","766"
"Mexico","5","Belgium","7","2","766"
"Brazil","1","United States","3","3","766"
"France","5","Spain","8","4","766"
"Japan","1","Iran","3","1","767"
"Netherlands","6","England","8","2","767"
"Portugal","2","France","4","3","767"
"Brazil","6","Belgium","7","4","767"
"Poland","2","Netherlands","3","1","768"
"Iran","6","Uruguay","7","2","768"
"Mexico","1","Brazil","3","3","768"
"Germany","6","Colombia","7","4","768"
"Netherlands","2","Belgium","3","1","769"
"Algeria","5","Iran","7","2","769"
"Chile","1","Croatia","4","3","769"
"France","5","Denmark","8","4","769"
"Portugal","2","Croatia","3","1","770"
"Australia","5","Nigeria","7","2","770"
"Germany","2","Poland","4","3","770"
"Algeria","6","France","8","4","770"
"Croatia","2","Korea Republic","4","1","771"
"Senegal","6","Brazil","8","2","771"
"Netherlands","1","Italy","4","3","771"
"Spain","5","Colombia","7","4","771"
"Brazil","1","Belgium","4","1","772"
"England","5","Chile","8","2","772"
"Switzerland","1","Portugal","3","3","772"
"Spain","5","Mexico","8","4","772"
"Denmark","2","Italy","4","1","773"
"Korea Republic","6","Uruguay","7","2","773"
"Netherlands","1","Spain","4","3","773"
"Brazil","5","Belgium","7","4","773"
"Qatar","1","Chile","4","1","774"
"Netherlands","5","Germany","7","2","774"
"Uruguay","1","Brazil","3","3","774"
"Denmark","5","Italy","8","4","774"
"Italy","2","Netherlands","4","1","775"
"France","6","England","8","2","775"
"Belgium","1","Australia","4","3","775"
"Chile","6","Algeria","8","4","775"
"Germany","2","Argentina","4","1","776"
"Nigeria","6","Denmark","8","2","776"
"Belgium","1","Wales","3","3","776"
"Italy","5","Spain","8","4","776"
"Belgium","1","Iran","4","1","777"
"Germany","6","Colombia","8","2","777"
"Italy","1","Korea Republic","3","3","777"
"Denmark","5","Netherlands","7","4","777"
"Qatar","1","Mexico","4","1","778"
"Belgium","6","Netherlands","7","2","778"
"Denmark","2","England","3","3","778"
"Colombia","6","Argentina","7","4","778"
"Italy","1","France","4","1","779"
"Switzerland","6","Iran","7","2","779"
"Belgium","1","Spain","4","3","779"
"Brazil","5","Portugal","8","4","779"
"Morocco","1","Argentina","4","1","780"
"France","5","Portugal","8","2","780"
"Italy","1","Netherlands","4","3","780"
"Denmark","6","Germany","8","4","780"
"Spain","1","Mexico","4","1","781"
"Argentina","6","Belgium","7","2","781"
"Uruguay","1","Portugal","4","3","781"
"Germany","5","Japan","7","4","781"
"France","2","Australia","3","1","782"
"Switzerland","5","Colombia","8","2","782"
"Netherlands","2","Portugal","4","3","782"
"England","5","United States","7","4","782"
"Colombia","2","Belgium","4","1","783"
"Spain","5","Switzerland","7","2","783"
"Germany","1","Italy","4","3","783"
"Uruguay","5","Brazil","8","4","783"
"Korea Republic","2","Spain","3","1","784"
"Australia","5","Algeria","7","2","784"
"Netherlands","2","Belgium","3","3","784"
"Brazil","5","Colombia","8","4","784"
"Netherlands","2","Portugal","3","1","785"
"Germany","6","Spain","7","2","785"
"Argentina","2","Iran","3","3","785"
"Switzerland","5","Brazil","7","4","785"
"Croatia","2","Korea Republic","4","1","786"
"Portugal","5","France","8","2","786"
"Argentina","2","Poland","3","3","786"
"Chile","5","Spain","8","4","786"
"Colombia","2","France","3","1","787"
"Switzerland","6","Italy","8","2","787"
"Spain","2","Germany","3","3","787"
"Brazil","6","England","8","4","787"
"Germany","1","Italy","3","1","788"
"Colombia","5","Brazil","7","2","788"
"Iran","1","Netherlands","4","3","788"
"Japan","5","Mexico","8","4","788"
"Argentina","1","Germany","3","1","789"
"Mexico","5","Italy","8","2","789"
"Netherlands","1","Brazil","3","3","789"
"Nigeria","5","Japan","8","4","789"
"Belgium","2","Argentina","4","1","790"
"Netherlands","5","Uruguay","8","2","790"
"Poland","1","Brazil","3","3","790"
"Spain","6","Iran","8","4","790"
"Switzerland","1","Brazil","3","1","791"
"Denmark","6","Croatia","7","2","791"
"Spain","1","France","4","3","791"
"Belgium","6","England","8","4","791"
"Netherlands","1","Belgium","4","1","792"
"Korea Republic","5","Iran","7","2","792"
"Portugal","2","Brazil","3","3","792"
"Mexico","6","Spain","8","4","792"
"Uruguay","1","France","4","1","793"
"England","6","Spain","7","2","793"
"Portugal","1","Brazil","3","3","793"
"Argentina","5","Belgium","7","4","793"
"Italy","2","Argentina","4","1","794"
"Portugal","6","France","8","2","794"
"Spain","1","Denmark","4","3","794"
"Uruguay","6","Belgium","7","4","794"
"Germany","1","Argentina","3","1","795"
"France","5","Belgium","7","2","795"
"Japan","1","Tunisia","3","3","795"
"Wales","5","Costa Rica","8","4","795"
"Chile","2","Korea Republic","4","1","796"
"England","6","Italy","7","2","796"
"Croatia","1","Brazil","4","3","796"
"France","5","Netherlands","8","4","796"
"Qatar","1","France","4","1","797"
"Netherlands","6","Spain","7","2","797"
"Italy","1","Belgium","3","3","797"
"Brazil","5","Switzerland","7","4","797"
"Wales","2","Netherlands","3","1","798"
"Mexico","6","Brazil","7","2","798"
"Germany","2","Switzerland","4","3","798"
"Argentina","5","Italy","7","4","798"
"Uruguay","2","Argentina","3","1","799"
"Croatia","5","France","7","2","799"
"Belgium","1","Germany","4","3","799"
"Brazil","6","Korea Republic","8","4","799"
"Mexico","1","Argentina","4","1","800"
"Germany","6","Brazil","8","2","800"
"France","2","Denmark","4","3","800"
"Belgium","5","Korea Republic","7","4","800"
"Japan","1","Spain","3","1","801"
"Argentina","6","Switzerland","8","2","801"
"Brazil","1","Uruguay","4","3","801"
"Belgium","6","France","7","4","801"
"Spain","2","Brazil","4","1","802"
"Croatia","5","Portugal","8","2","802"
"Germany","2","Algeria","4","3","802"
"Belgium","5","Netherlands","7","4","802"
"Korea Republic","1","Brazil","3","1","803"
"Portugal","6","France","8","2","803"
"Senegal","2","Argentina","3","3","803"
"Uruguay","5","Belgium","7","4","803"
"Colombia","1","Argentina","4","1","804"
"Spain","6","Uruguay","7","2","804"
"England","1","Poland","4","3","804"
"Germany","6","France","8","4","804"
"Mexico","1","Netherlands","3","1","805"
"Iran","5","Croatia","7","2","805"
"Colombia","1","England","4","3","805"
"Portugal","5","Brazil","7","4","805"
"Qatar","1","Belgium","3","1","806"
"Brazil","6","Chile","8","2","806"
"Portugal","1","Uruguay","3","3","806"
"Croatia","5","France","8","4","806"
"Uruguay","1","Denmark","4","1","807"
"Brazil","6","France","8","2","807"
"Germany","1","Mexico","4","3","807"
"Netherlands","5","Italy","8","4","807"
"France","1","Colombia","4","1","808"
"Spain","6","Belgium","8","2","808"
"Croatia","1","Denmark","3","3","808"
"Argentina","6","Germany","7","4","808"
"Tunisia","2","Switzerland","4","1","809"
"Portugal","6","Belgium","7","2","809"
"Argentina","1","Spain","3","3","809"
"Nigeria","6","Italy","7","4","809"
"Australia","1","Netherlands","4","1","810"
"Croatia","5","England","8","2","810"
"Colombia","2","Belgium","3","3","810"
"Uruguay","5","Germany","7","4","810"
"Italy","2","Denmark","3","1","811"
"France","6","Brazil","8","2","811"
"Chile","1","Argentina","3","3","811"
"Colombia","6","Iran","7","4","811"
"Australia","1","Croatia","4","1","812"
"Nigeria","5","Belgium","8","2","812"
"Italy","1","Spain","3","3","812"
"Iran","5","Netherlands","7","4","812"
"Croatia","2","Netherlands","4","1","813"
"Belgium","5","Switzerland","8","2","813"
"Senegal","1","Brazil","3","3","813"
"Chile","5","France","8","4","813"
"Croatia","2","France","3","1","814"
"Chile","5","Algeria","7","2","814"
"Qatar","1","Brazil","3","3","814"
"Spain","6","Portugal","7","4","814"
"Portugal","1","Spain","3","1","815"
"Korea Republic","5","Switzerland","8","2","815"
"Qatar","1","Brazil","3","3","815"
"France","6","Algeria","7","4","815"
"Germany","1","Spain","4","1","816"
"Italy","5","England","7","2","816"
"Belgium","1","Iran","3","3","816"
"Argentina","6","Switzerland","7","4","816"
"Belgium","1","France","4","1","817"
"England","5","Mexico","8","2","817"
"Croatia","2","Iran","3","3","817"
"Brazil","5","Portugal","8","4","817"
"France","2","Argentina","4","1","818"
"Belgium","5","England","8","2","818"
"Uruguay","2","Italy","4","3","818"
"Denmark","6","Korea Republic","7","4","818"
"Japan","1","France","3","1","819"
"Germany","5","Croatia","7","2","819"
"Belgium","1","Mexico","4","3","819"
"Brazil","5","England","8","4","819"
"Switzerland","1","Mexico","3","1","820"
"Germany","5","England","8","2","820"
"Spain","2","France","4","3","820"
"Portugal","5","Belgium","7","4","820"
"Australia","1","Argentina","3","1","821"
"England","5","Uruguay","7","2","821"
"Portugal","2","Mexico","4","3","821"
"Spain","6","Belgium","8","4","821"
"Germany","2","Brazil","4","1","822"
"England","5","Belgium","7","2","822"
"Switzerland","1","France","3","3","822"
"Netherlands","5","Uruguay","8","4","822"
"Italy","1","Wales","4","1","823"
"Spain","5","England","7","2","823"
"Switzerland","1","Argentina","4","3","823"
"Mexico","5","Belgium","8","4","823"
"Germany","1","England","3","1","824"
"Mexico","6","France","8","2","824"
"Argentina","1","Denmark","4","3","824"
"Brazil","5","Italy","8","4","824"
"Japan","2","Australia","4","1","825"
"Mexico","6","Netherlands","7","2","825"
"Argentina","1","Germany","4","3","825"
"Spain","6","France","8","4","825"
"Poland","2","Argentina","4","1","826"
"Colombia","6","Mexico","8","2","826"
"Netherlands","1","Brazil","3","3","826"
"Belgium","6","England","8","4","826"
"Italy","2","Brazil","3","1","827"
"Colombia","6","England","8","2","827"
"Spain","1","Denmark","4","3","827"
"Argentina","6","Uruguay","7","4","827"
"Netherlands","1","Spain","3","1","828"
"Morocco","6","Senegal","7","2","828"
"Mexico","2","Germany","4","3","828"
"Argentina","5","France","7","4","828"
"Wales","1","Nigeria","4","1","829"
"Iran","6","Belgium","8","2","829"
"Costa Rica","1","Argentina","3","3","829"
"France","5","Spain","7","4","829"
"France","1","Portugal","3","1","830"
"Spain","6","Netherlands","7","2","830"
"Costa Rica","2","Morocco","3","3","830"
"Uruguay","6","England","8","4","830"
"Mexico","1","Argentina","3","1","831"
"Spain","5","Portugal","8","2","831"
"France","2","Uruguay","3","3","831"
"Brazil","5","Colombia","8","4","831"
"Mexico","2","Spain","3","1","832"
"Belgium","5","Brazil","8","2","832"
"Argentina","1","Senegal","4","3","832"
"Portugal","5","United States","7","4","832"
"Japan","1","Brazil","3","1","833"
"Belgium","6","France","7","2","833"
"Colombia","1","England","4","3","833"
"Spain","6","Croatia","7","4","833"
"Wales","1","Brazil","4","1","834"
"Switzerland","6","Colombia","7","2","834"
"Qatar","2","Poland","3","3","834"
"Germany","6","Netherlands","7","4","834"
"Denmark","1","Spain","3","1","835"
"Algeria","6","Netherlands","8","2","835"
"Switzerland","2","Colombia","3","3","835"
"Germany","6","Italy","8","4","835"
"Japan","1","Australia","3","1","836"
"England","5","Colombia","8","2","836"
"Portugal","1","Iran","4","3","836"
"Denmark","5","United States","7","4","836"
"Poland","1","Colombia","4","1","837"
"Mexico","5","Brazil","8","2","837"
"Italy","2","Uruguay","4","3","837"
"Korea Republic","5","Wales","7","4","837"
"Mexico","1","Argentina","4","1","838"
"Belgium","6","Denmark","8","2","838"
"England","1","France","3","3","838"
"Uruguay","5","Portugal","8","4","838"
"Netherlands","2","Spain","4","1","839"
"Colombia","6","Senegal","8","2","839"
"Denmark","2","Germany","4","3","839"
"Portugal","5","England","7","4","839"
"Italy","2","Brazil","4","1","840"
"Argentina","6","Uruguay","7","2","840"
"Spain","2","Morocco","3","3","840"
"Mexico","5","Croatia","7","4","840"
"Italy","2","Spain","4","1","841"
"Germany","6","Korea Republic","7","2","841"
"Denmark","1","Croatia","4","3","841"
"Wales","6","Portugal","7","4","841"
"Netherlands","2","Morocco","4","1","842"
"Brazil","5","Argentina","8","2","842"
"Senegal","2","Spain","4","3","842"
"Denmark","6","Italy","7","4","842"
"Brazil","1","Wales","3","1","843"
"France","6","Spain","7","2","843"
"Italy","1","Argentina","4","3","843"
"Belgium","5","England","8","4","843"
"Chile","2","Germany","4","1","844"
"Argentina","6","Netherlands","7","2","844"
"Denmark","2","Brazil","3","3","844"
"Mexico","5","Poland","8","4","844"
"Australia","1","Portugal","4","1","845"
"Argentina","6","France","8","2","845"
"Brazil","1","Italy","3","3","845"
"Belgium","5","Uruguay","8","4","845"
"Mexico","1","Belgium","3","1","846"
"Iran","5","Colombia","7","2","846"
"Qatar","2","Netherlands","4","3","846"
"Portugal","5","Brazil","8","4","846"
"Wales","2","Spain","3","1","847"
"Brazil","6","England","7","2","847"
"Italy","2","Chile","4","3","847"
"Japan","5","United States","7","4","847"
"Uruguay","1","Germany","3","1","848"
"Senegal","5","Portugal","8","2","848"
"Italy","1","Korea Republic","4","3","848"
"Brazil","5","Spain","7","4","848"
"Italy","2","Argentina","3","1","849"
"Portugal","6","Belgium","8","2","849"
"Spain","2","Denmark","4","3","849"
"Germany","5","Switzerland","8","4","849"
"Italy","1","Croatia","3","1","850"
"Wales","6","Mexico","7","2","850"
"Portugal","2","Belgium","4","3","850"
"France","5","Brazil","7","4","850"
"Poland","1","Portugal","4","1","851"
"Belgium","6","Argentina","8","2","851"
"Brazil","1","Netherlands","4","3","851"
"Spain","6","France","8","4","851"
"Uruguay","1","Denmark","4","1","852"
"Colombia","6","France","8","2","852"
"Croatia","1","Brazil","3","3","852"
"Italy","5","Germany","8","4","852"
"Netherlands","1","France","4","1","853"
"Germany","5","Italy","7","2","853"
"Switzerland","1","Algeria","4","3","853"
"Belgium","6","England","7","4","853"
"Denmark","2","France","4","1","854"
"Portugal","6","Belgium","7","2","854"
"Brazil","1","Mexico","4","3","854"
"Germany","6","Switzerland","7","4","854"
"Colombia","2","United States","4","1","855"
"Chile","6","England","7","2","855"
"France","1","Argentina","4","3","855"
"Croatia","6","Japan","7","4","855"
"Uruguay","1","Spain","3","1","856"
"Korea Republic","5","Brazil","8","2","856"
"Netherlands","1","Belgium","3","3","856"
"Croatia","6","France","8","4","856"
"Germany","2","Spain","3","1","857"
"Brazil","6","Belgium","8","2","857"
"France","1","Netherlands","4","3","857"
"Italy","6","Denmark","7","4","857"
"Denmark","2","Germany","4","1","858"
"Portugal","5","France","7","2","858"
"Brazil","1","Spain","3","3","858"
"Colombia","6","Poland","8","4","858"
"Jamaica","2","Switzerland","3","1","859"
"Brazil","5","Spain","7","2","859"
"England","1","Belgium","3","3","859"
"Argentina","6","Uruguay","7","4","859"
"United States","2","Spain","4","1","860"
"England","5","France","8","2","860"
"Netherlands","1","Germany","3","3","860"
"Belgium","5","Croatia","7","4","860"
"Germany","1","Colombia","4","1","861"
"Japan","6","Italy","8","2","861"
"Brazil","1","Portugal","4","3","861"
"Argentina","6","Poland","8","4","861"
"Croatia","1","Belgium","3","1","862"
"Spain","5","Colombia","7","2","862"
"Brazil","1","Portugal","4","3","862"
"Mexico","5","France","7","4","862"
"Mexico","2","Argentina","4","1","863"
"Switzerland","6","England","7","2","863"
"Portugal","2","Netherlands","4","3","863"
"Belgium","5","Italy","8","4","863"
"Colombia","1","Brazil","4","1","864"
"Spain","6","England","7","2","864"
"Switzerland","1","Italy","3","3","864"
"Mexico","6","Portugal","7","4","864"
"Netherlands","1","Brazil","4","1","865"
"Italy","6","Croatia","7","2","865"
"Argentina","1","Switzerland","4","3","865"
"Colombia","6","Belgium","7","4","865"
"United States","1","Brazil","4","1","866"
"France","6","Argentina","7","2","866"
"Colombia","2","Algeria","4","3","866"
"Uruguay","5","Netherlands","8","4","866"
"Denmark","1","Iran","4","1","867"
"Colombia","5","France","8","2","867"
"Belgium","1","Argentina","3","3","867"
"Brazil","6","Croatia","8","4","867"
"Wales","2","Germany","3","1","868"
"Portugal","5","England","7","2","868"
"Brazil","2","Poland","3","3","868"
"Colombia","6","Italy","8","4","868"
"Belgium","1","Portugal","3","1","869"
"Denmark","6","Wales","8","2","869"
"Algeria","2","Chile","4","3","869"
"France","6","England","7","4","869"
"France","1","Korea Republic","4","1","870"
"Switzerland","5","Costa Rica","7","2","870"
"Netherlands","1","Brazil","4","3","870"
"Uruguay","6","Chile","8","4","870"
"Switzerland","1","Belgium","4","1","871"
"Brazil","6","Iran","7","2","871"
"Denmark","1","Croatia","3","3","871"
"Germany","5","Portugal","8","4","871"
"Netherlands","2","Belgium","3","1","872"
"Spain","5","Argentina","8","2","872"
"France","2","Brazil","3","3","872"
"Denmark","5","Colombia","7","4","872"
"Iran","1","Brazil","4","1","873"
"Spain","6","Portugal","7","2","873"
"France","1","Japan","3","3","873"
"England","5","Netherlands","8","4","873"
"Denmark","1","Brazil","4","1","874"
"Mexico","5","Japan","7","2","874"
"Uruguay","2","Germany","3","3","874"
"England","6","Italy","7","4","874"
"Algeria","1","Brazil","3","1","875"
"Colombia","5","Uruguay","7","2","875"
"Italy","1","Netherlands","3","3","875"
"France","6","Belgium","8","4","875"
"Jamaica","2","Denmark","4","1","876"
"Germany","6","England","8","2","876"
"Portugal","2","Brazil","3","3","876"
"Chile","6","Colombia","7","4","876"
"Germany","2","Mexico","4","1","877"
"Uruguay","6","Belgium","8","2","877"
"Argentina","1","Portugal","4","3","877"
"Spain","6","Netherlands","8","4","877"
"Qatar","1","Netherlands","3","1","878"
"England","6","Chile","8","2","878"
"Uruguay","2","Spain","3","3","878"
"Belgium","5","France","7","4","878"
"Switzerland","2","France","3","1","879"
"Argentina","6","Poland","8","2","879"
"Algeria","2","Netherlands","4","3","879"
"Belgium","5","Iran","8","4","879"
"Costa Rica","2","Netherlands","4","1","880"
"England","5","Spain","7","2","880"
"Brazil","1","Portugal","4","3","880"
"Uruguay","6","Belgium","8","4","880"
"Germany","2","Spain","3","1","881"
"Mexico","6","United States","7","2","881"
"Japan","1","Korea Republic","4","3","881"
"Belgium","6","Argentina","8","4","881"
"Netherlands","1","Germany","3","1","882"
"Mexico","5","Brazil","8","2","882"
"Denmark","1","England","3","3","882"
"Portugal","6","Belgium","7","4","882"
"Chile","2","Netherlands","4","1","883"
"Portugal","5","England","8","2","883"
"Spain","2","Brazil","4","3","883"
"Colombia","6","Italy","7","4","883"
"Portugal","2","Argentina","4","1","884"
"Japan","5","Belgium","8","2","884"
"Uruguay","2","France","3","3","884"
"Colombia","6","Germany","8","4","884"
"Japan","1","Brazil","4","1","885"
"Italy","6","Belgium","8","2","885"
"Uruguay","1","Argentina","3","3","885"
"Portugal","6","Netherlands","8","4","885"
"Italy","2","Belgium","3","1","886"
"Croatia","5","Japan","7","2","886"
"France","2","Uruguay","3","3","886"
"Portugal","5","Argentina","7","4","886"
"Spain","2","Belgium","4","1","887"
"Netherlands","6","England","8","2","887"
"Uruguay","2","France","3","3","887"
"Brazil","5","Mexico","8","4","887"
"Senegal","1","Mexico","3","1","888"
"Denmark","6","Costa Rica","7","2","888"
"Belgium","1","Australia","3","3","888"
"Brazil","6","Croatia","7","4","888"
"Germany","1","Spain","3","1","889"
"Australia","6","Mexico","8","2","889"
"Netherlands","1","France","3","3","889"
"Croatia","5","Portugal","8","4","889"
"Chile","1","Mexico","4","1","890"
"Nigeria","5","Germany","8","2","890"
"Croatia","2","Spain","3","3","890"
"England","6","Iran","7","4","890"
"Algeria","1","Italy","4","1","891"
"Argentina","6","Brazil","8","2","891"
"Portugal","1","England","3","3","891"
"Belgium","5","France","7","4","891"
"Germany","1","England","3","1","892"
"Argentina","6","Belgium","8","2","892"
"Netherlands","1","Denmark","3","3","892"
"Portugal","5","Wales","8","4","892"
"Senegal","2","France","4","1","893"
"Wales","5","England","7","2","893"
"Netherlands","1","Germany","4","3","893"
"Portugal","5","Italy","7","4","893"
"England","1","Belgium","4","1","894"
"France","6","Italy","7","2","894"
"Uruguay","1","Croatia","3","3","894"
"Netherlands","5","Spain","7","4","894"
"Denmark","2","Argentina","4","1","895"
"Portugal","5","Belgium","7","2","895"
"France","1","Mexico","3","3","895"
"Netherlands","6","Germany","8","4","895"
"Spain","2","Germany","4","1","896"
"France","5","Portugal","8","2","896"
"Mexico","1","Argentina","4","3","896"
"Belgium","5","Uruguay","8","4","896"
"Netherlands","1","England","4","1","897"
"Argentina","6","Brazil","8","2","897"
"Belgium","1","Spain","4","3","897"
"Mexico","6","Algeria","8","4","897"
"Germany","1","Iran","3","1","898"
"Belgium","5","Switzerland","8","2","898"
"Portugal","1","England","4","3","898"
"Uruguay","6","Mexico","8","4","898"
"Italy","2","Spain","3","1","899"
"Wales","5","Switzerland","7","2","899"
"France","1","Brazil","3","3","899"
"Belgium","6","England","7","4","899"
"England","1","Germany","3","1","900"
"Portugal","6","Croatia","7","2","900"
"Italy","1","Senegal","3","3","900"
"France","5","Brazil","7","4","900"
"Portugal","2","Belgium","4","1","901"
"France","6","Brazil","8","2","901"
"Uruguay","2","Japan","3","3","901"
"England","5","Spain","8","4","901"
"Japan","1","Portugal","3","1","902"
"Argentina","6","Croatia","7","2","902"
"Italy","1","Brazil","3","3","902"
"Mexico","5","Nigeria","7","4","902"
"Qatar","1","Portugal","3","1","903"
"Argentina","5","Germany","7","2","903"
"England","1","Brazil","3","3","903"
"France","6","Italy","8","4","903"
"Wales","2","Portugal","3","1","904"
"Nigeria","6","Algeria","8","2","904"
"Uruguay","1","France","3","3","904"
"Belgium","5","Iran","7","4","904"
"Morocco","1","Spain","4","1","905"
"Uruguay","6","Belgium","7","2","905"
"France","2","Netherlands","4","3","905"
"Germany","5","Argentina","8","4","905"
"Brazil","1","Denmark","3","1","906"
"Uruguay","5","France","8","2","906"
"Germany","2","Argentina","3","3","906"
"Spain","6","Japan","8","4","906"
"Colombia","1","France","4","1","907"
"Belgium","6","Iran","7","2","907"
"Spain","2","Argentina","3","3","907"
"Brazil","5","Uruguay","7","4","907"
"Brazil","1","Australia","4","1","908"
"Portugal","5","Switzerland","7","2","908"
"Netherlands","1","Spain","3","3","908"
"Uruguay","5","France","8","4","908"
"Uruguay","2","Mexico","4","1","909"
"Senegal","6","Spain","8","2","909"
"Portugal","2","Belgium","4","3","909"
"Brazil","5","Colombia","8","4","909"
"Italy","2","Wales","4","1","910"
"Brazil","5","France","8","2","910"
"Japan","1","Argentina","4","3","910"
"Netherlands","5","Denmark","7","4","910"
"Italy","1","England","3","1","911"
"Belgium","5","Brazil","7","2","911"
"Qatar","2","Argentina","3","3","911"
"Denmark","5","Switzerland","8","4","911"
"Morocco","1","Iran","4","1","912"
"Netherlands","5","Spain","7","2","912"
"Brazil","1","Senegal","3","3","912"
"Switzerland","6","France","7","4","912"
"United States","1","Argentina","3","1","913"
"Portugal","5","Belgium","7","2","913"
"Brazil","1","Chile","4","3","913"
"Korea Republic","6","Uruguay","7","4","913"
"Denmark","1","Croatia","4","1","914"
"Australia","5","Colombia","8","2","914"
"Qatar","1","Portugal","3","3","914"
