"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Portugal","2","France","4","3","182"
"Spain","6","Netherlands","7","4","182"
"Uruguay","1","Wales","4","1","183"
"Belgium","5","England","7","2","183"
"Mexico","1","Netherlands","4","3","183"
"Germany","5","Italy","8","4","183"
"Croatia","2","Belgium","4","1","184"
"Netherlands","6","Colombia","8","2","184"
"Germany","1","Korea Republic","3","3","184"
"France","5","Iran","8","4","184"
"Netherlands","1","Nigeria","4","1","185"
"Germany","6","Belgium","8","2","185"
"Brazil","1","Mexico","4","3","185"
"Portugal","5","Spain","8","4","185"
"Denmark","1","Mexico","4","1","186"
"Spain","5","Iran","8","2","186"
"Poland","1","Nigeria","3","3","186"
"Colombia","6","Croatia","8","4","186"
"Uruguay","1","England","4","1","187"
"Italy","6","Netherlands","8","2","187"
"Wales","1","Chile","3","3","187"
"Spain","6","France","8","4","187"
"Uruguay","1","Mexico","3","1","188"
"Spain","5","Belgium","7","2","188"
"Brazil","2","France","3","3","188"
"Croatia","5","Colombia","8","4","188"
"Colombia","1","England","3","1","189"
"Argentina","5","Spain","8","2","189"
"France","1","Mexico","4","3","189"
"Morocco","6","Netherlands","8","4","189"
"Croatia","2","Netherlands","4","1","190"
"Uruguay","5","Portugal","7","2","190"
"Argentina","1","Poland","3","3","190"
"Mexico","5","England","7","4","190"
"Mexico","1","Denmark","4","1","191"
"Spain","6","Belgium","8","2","191"
"Netherlands","1","France","4","3","191"
"Croatia","6","Portugal","7","4","191"
"Colombia","1","England","3","1","192"
"Brazil","6","Germany","7","2","192"
"Portugal","2","United States","3","3","192"
"Croatia","5","Belgium","7","4","192"
"Colombia","1","Spain","3","1","193"
"Belgium","6","Netherlands","8","2","193"
"Portugal","2","Italy","3","3","193"
"Senegal","5","Brazil","8","4","193"
"Croatia","1","Spain","3","1","194"
"Uruguay","6","Colombia","8","2","194"
"Brazil","1","United States","4","3","194"
"France","5","Portugal","7","4","194"
"Qatar","1","France","3","1","195"
"Brazil","6","Netherlands","8","2","195"
"Portugal","2","Belgium","3","3","195"
"Mexico","6","England","8","4","195"
"Morocco","1","Argentina","3","1","196"
"Germany","5","France","8","2","196"
"Portugal","2","Mexico","4","3","196"
"Brazil","5","Italy","7","4","196"
"Germany","1","France","4","1","197"
"Brazil","6","Colombia","8","2","197"
"Argentina","1","England","3","3","197"
"Netherlands","6","Portugal","7","4","197"
"Senegal","1","Algeria","3","1","198"
"Denmark","6","Netherlands","7","2","198"
"Colombia","2","Italy","4","3","198"
"Nigeria","5","Portugal","7","4","198"
"Italy","1","Brazil","4","1","199"
"Croatia","5","Spain","8","2","199"
"Australia","1","Belgium","3","3","199"
"Portugal","5","Mexico","7","4","199"
"Mexico","1","Netherlands","4","1","200"
"Portugal","5","Croatia","7","2","200"
"Spain","2","Korea Republic","3","3","200"
"Denmark","6","Uruguay","7","4","200"
"Portugal","2","Iran","4","1","201"
"Uruguay","5","Italy","7","2","201"
"Germany","1","Netherlands","4","3","201"
"Denmark","5","Belgium","7","4","201"
"Colombia","2","Portugal","3","1","202"
"Japan","5","Brazil","7","2","202"
"Germany","1","Belgium","3","3","202"
"Italy","5","Korea Republic","7","4","202"
"Spain","2","England","3","1","203"
"Germany","5","Brazil","8","2","203"
"Uruguay","2","Netherlands","3","3","203"
"Belgium","6","Chile","7","4","203"
"England","2","Brazil","4","1","204"
"France","5","Belgium","7","2","204"
"Croatia","1","Spain","4","3","204"
"Denmark","6","Italy","8","4","204"
"Croatia","1","England","4","1","205"
"Uruguay","6","Belgium","8","2","205"
"France","1","Japan","4","3","205"
"Netherlands","6","Brazil","7","4","205"
"Italy","2","Australia","4","1","206"
"Spain","5","Netherlands","7","2","206"
"Qatar","1","Uruguay","4","3","206"
"Nigeria","5","Croatia","8","4","206"
"Italy","1","England","3","1","207"
"Croatia","5","France","8","2","207"
"Brazil","1","Colombia","4","3","207"
"Belgium","5","Uruguay","7","4","207"
"Poland","1","England","4","1","208"
"Germany","5","Netherlands","7","2","208"
"Brazil","1","Iran","4","3","208"
"Spain","5","France","8","4","208"
"Qatar","1","Brazil","4","1","209"
"Australia","6","England","8","2","209"
"Costa Rica","2","Mexico","3","3","209"
"Argentina","5","Netherlands","8","4","209"
"Belgium","1","Portugal","3","1","210"
"Spain","6","Argentina","7","2","210"
"United States","1","Mexico","4","3","210"
"Croatia","6","Senegal","7","4","210"
"Spain","2","France","4","1","211"
"Denmark","6","England","8","2","211"
"Chile","2","Brazil","3","3","211"
"Argentina","6","Colombia","7","4","211"
"Wales","1","Spain","3","1","212"
"Croatia","6","Belgium","8","2","212"
"Germany","1","France","3","3","212"
"Poland","6","Netherlands","7","4","212"
"Netherlands","1","Denmark","3","1","213"
"Chile","5","Senegal","7","2","213"
"Wales","2","Belgium","3","3","213"
"Germany","5","Spain","7","4","213"
"Japan","1","Brazil","3","1","214"
"Uruguay","5","Netherlands","7","2","214"
"Argentina","1","Switzerland","4","3","214"
"Spain","6","France","8","4","214"
"France","1","Senegal","3","1","215"
"Belgium","6","Brazil","8","2","215"
"Italy","1","Portugal","4","3","215"
"Uruguay","5","Netherlands","8","4","215"
"Mexico","1","Netherlands","3","1","216"
"Portugal","5","Germany","8","2","216"
"Senegal","2","Argentina","4","3","216"
"Colombia","6","Belgium","7","4","216"
"Argentina","1","United States","4","1","217"
"Brazil","5","Colombia","8","2","217"
"Wales","1","Mexico","3","3","217"
"Italy","6","Spain","7","4","217"
"Poland","2","Senegal","4","1","218"
"Netherlands","6","Argentina","8","2","218"
"England","1","Brazil","4","3","218"
"France","5","Italy","8","4","218"
"Senegal","2","Italy","3","1","219"
"Belgium","6","Switzerland","7","2","219"
"Brazil","2","Portugal","3","3","219"
"Australia","5","Argentina","7","4","219"
"Poland","1","Brazil","3","1","220"
"Belgium","5","Japan","8","2","220"
"Italy","2","Denmark","4","3","220"
"Mexico","5","Iran","8","4","220"
"France","1","Belgium","4","1","221"
"Korea Republic","6","Portugal","8","2","221"
"Denmark","2","Croatia","4","3","221"
"England","5","Uruguay","8","4","221"
"Brazil","1","Argentina","4","1","222"
"Netherlands","6","Uruguay","8","2","222"
"Korea Republic","1","England","4","3","222"
"Spain","6","Japan","7","4","222"
"Algeria","2","Korea Republic","3","1","223"
"Germany","6","Mexico","8","2","223"
"Brazil","1","Argentina","4","3","223"
"Chile","6","Iran","7","4","223"
"Senegal","1","Spain","3","1","224"
"Portugal","6","Switzerland","8","2","224"
"Italy","2","Germany","4","3","224"
"Uruguay","5","England","7","4","224"
"Iran","2","Chile","3","1","225"
"Belgium","6","Korea Republic","8","2","225"
"Brazil","1","France","4","3","225"
"Germany","5","Colombia","7","4","225"
"Qatar","2","Brazil","4","1","226"
"Belgium","6","Spain","8","2","226"
"Colombia","1","Argentina","3","3","226"
"Denmark","6","Switzerland","7","4","226"
"Korea Republic","1","France","4","1","227"
"Spain","5","Brazil","8","2","227"
"Tunisia","2","Senegal","3","3","227"
"Portugal","5","England","8","4","227"
"Australia","1","Poland","4","1","228"
"Uruguay","6","Brazil","8","2","228"
"Wales","1","Netherlands","4","3","228"
"England","5","Italy","7","4","228"
"Jamaica","1","Belgium","3","1","229"
"Argentina","6","Netherlands","7","2","229"
"France","1","Brazil","3","3","229"
"Spain","6","Iran","8","4","229"
"Wales","2","England","4","1","230"
"Croatia","5","Colombia","8","2","230"
"Italy","1","Germany","3","3","230"
"Brazil","5","Australia","8","4","230"
"Qatar","1","Portugal","4","1","231"
"Brazil","6","Mexico","7","2","231"
"Chile","1","Uruguay","3","3","231"
"United States","5","Japan","7","4","231"
"Germany","1","Italy","4","1","232"
"Chile","6","Switzerland","8","2","232"
"Argentina","1","Spain","4","3","232"
"Belgium","5","France","7","4","232"
"Switzerland","1","Argentina","3","1","233"
"England","6","Portugal","8","2","233"
"Brazil","1","United States","4","3","233"
"France","5","Netherlands","7","4","233"
"Uruguay","2","Poland","3","1","234"
"England","6","Iran","8","2","234"
"Belgium","1","Netherlands","4","3","234"
"France","6","Spain","7","4","234"
"Italy","1","Colombia","3","1","235"
"Poland","5","Iran","8","2","235"
"Spain","2","Portugal","3","3","235"
"Belgium","5","Japan","7","4","235"
"Japan","1","Colombia","3","1","236"
"Netherlands","5","Algeria","7","2","236"
"France","1","Australia","3","3","236"
"United States","5","England","7","4","236"
"Argentina","1","Mexico","3","1","237"
"Netherlands","5","Denmark","8","2","237"
"Italy","1","England","3","3","237"
"France","6","Uruguay","7","4","237"
"Chile","2","Portugal","3","1","238"
"Nigeria","6","Iran","8","2","238"
"Mexico","1","Brazil","4","3","238"
"Uruguay","5","Argentina","8","4","238"
"Italy","1","Netherlands","4","1","239"
"Argentina","5","England","7","2","239"
"Germany","1","Portugal","3","3","239"
"Switzerland","5","Croatia","7","4","239"
"Japan","1","Iran","4","1","240"
"Argentina","6","Brazil","8","2","240"
"England","1","France","4","3","240"
"Denmark","5","Spain","8","4","240"
"Colombia","1","Mexico","3","1","241"
"Switzerland","6","Korea Republic","8","2","241"
"England","1","Costa Rica","3","3","241"
"Argentina","5","Belgium","7","4","241"
"Spain","2","Germany","4","1","242"
"Senegal","6","Portugal","8","2","242"
"Netherlands","1","Belgium","3","3","242"
"Australia","5","Mexico","8","4","242"
"Uruguay","1","Netherlands","3","1","243"
"Argentina","6","Wales","8","2","243"
"Korea Republic","1","France","4","3","243"
"Spain","5","Portugal","7","4","243"
"Denmark","2","Australia","3","1","244"
"Portugal","6","France","8","2","244"
"Poland","1","Brazil","4","3","244"
"Chile","6","Argentina","7","4","244"
"Algeria","1","France","4","1","245"
"Tunisia","6","Morocco","8","2","245"
"Switzerland","1","Wales","3","3","245"
"Argentina","6","Mexico","8","4","245"
"Korea Republic","2","France","3","1","246"
"Argentina","6","Germany","7","2","246"
"Qatar","2","Belgium","3","3","246"
"Netherlands","6","England","8","4","246"
"Wales","2","France","4","1","247"
"Brazil","6","Belgium","8","2","247"
"Jamaica","2","Uruguay","4","3","247"
"Argentina","5","Poland","8","4","247"
"Italy","1","Brazil","4","1","248"
"England","5","Spain","7","2","248"
"Korea Republic","2","Germany","3","3","248"
"Colombia","6","Denmark","7","4","248"
"Colombia","2","France","4","1","249"
"Uruguay","6","Germany","8","2","249"
"Japan","2","Korea Republic","4","3","249"
"Wales","5","Poland","8","4","249"
"Uruguay","1","Japan","3","1","250"
"Belgium","6","Argentina","8","2","250"
"Iran","1","France","4","3","250"
"Italy","6","Portugal","8","4","250"
"Poland","1","Australia","4","1","251"
"Portugal","5","Switzerland","7","2","251"
"Belgium","1","Spain","4","3","251"
"Brazil","5","France","7","4","251"
"Senegal","1","Argentina","3","1","252"
"Colombia","5","Uruguay","7","2","252"
"Mexico","2","Italy","4","3","252"
"Brazil","6","Belgium","7","4","252"
"Netherlands","1","France","3","1","253"
"Portugal","5","Belgium","8","2","253"
"Germany","1","Italy","3","3","253"
"Brazil","5","Spain","8","4","253"
"Korea Republic","2","Brazil","3","1","254"
"England","5","Portugal","8","2","254"
"Qatar","1","Belgium","4","3","254"
"Colombia","5","Denmark","8","4","254"
"Mexico","1","Colombia","3","1","255"
"Italy","6","Croatia","8","2","255"
"Portugal","2","England","4","3","255"
"Chile","6","Morocco","8","4","255"
"Croatia","1","France","3","1","256"
"Germany","6","Portugal","8","2","256"
"Netherlands","1","Japan","3","3","256"
"Italy","6","Switzerland","7","4","256"
"Germany","2","Netherlands","4","1","257"
"Croatia","5","Colombia","8","2","257"
"Italy","1","Denmark","4","3","257"
"France","6","Spain","7","4","257"
"Belgium","1","Mexico","4","1","258"
"Uruguay","5","Croatia","7","2","258"
"Colombia","1","Spain","4","3","258"
"Italy","6","Brazil","7","4","258"
"Korea Republic","2","Brazil","3","1","259"
"Italy","6","United States","8","2","259"
"Spain","2","Colombia","4","3","259"
"Argentina","5","Japan","8","4","259"
"Germany","2","France","3","1","260"
"Spain","5","England","7","2","260"
"Qatar","1","Brazil","4","3","260"
"Colombia","5","Argentina","7","4","260"
"Qatar","1","Iran","3","1","261"
"Mexico","6","France","8","2","261"
"Denmark","1","Belgium","4","3","261"
"Argentina","6","Colombia","7","4","261"
"Denmark","2","Argentina","4","1","262"
"England","6","Belgium","8","2","262"
"France","1","Australia","3","3","262"
"Uruguay","5","Italy","8","4","262"
"Netherlands","2","Brazil","4","1","263"
"Algeria","5","England","7","2","263"
"Belgium","1","Switzerland","4","3","263"
"Argentina","5","Chile","8","4","263"
"Germany","1","England","4","1","264"
"Chile","5","Poland","8","2","264"
"Belgium","1","Japan","3","3","264"
"France","6","Netherlands","8","4","264"
"Colombia","2","Croatia","3","1","265"
"Belgium","6","Denmark","8","2","265"
"Portugal","2","Spain","4","3","265"
"United States","6","Brazil","7","4","265"
"Switzerland","1","Mexico","4","1","266"
"England","6","Denmark","8","2","266"
"Italy","2","Algeria","4","3","266"
"Colombia","5","Portugal","7","4","266"
"Iran","2","Portugal","3","1","267"
"Brazil","6","Wales","8","2","267"
"England","1","Netherlands","3","3","267"
"Switzerland","6","Spain","7","4","267"
"Spain","2","England","4","1","268"
"Mexico","6","France","8","2","268"
"Italy","2","Denmark","4","3","268"
"Brazil","5","Poland","8","4","268"
"Netherlands","1","Colombia","3","1","269"
"Brazil","6","Belgium","8","2","269"
"England","1","Portugal","3","3","269"
"Wales","5","Spain","8","4","269"
"Iran","2","Brazil","4","1","270"
"Netherlands","5","Spain","8","2","270"
"France","1","Croatia","3","3","270"
"Japan","5","England","8","4","270"
"Spain","2","Mexico","4","1","271"
"Italy","6","Germany","7","2","271"
"Qatar","1","Brazil","3","3","271"
"Belgium","5","France","8","4","271"
"Netherlands","2","Germany","4","1","272"
"Portugal","6","Mexico","7","2","272"
"France","1","Argentina","3","3","272"
"Chile","5","Belgium","8","4","272"
"Netherlands","2","Iran","4","1","273"
"Uruguay","5","Argentina","8","2","273"
"Brazil","1","France","3","3","273"
"England","6","Germany","8","4","273"
"Colombia","2","France","3","1","274"
"Japan","5","Chile","8","2","274"
"Brazil","1","Korea Republic","3","3","274"
"Netherlands","6","Portugal","8","4","274"
"Netherlands","1","Wales","4","1","275"
"Poland","6","Korea Republic","7","2","275"
"Spain","2","Senegal","3","3","275"
"England","6","Chile","7","4","275"
"Italy","2","Germany","3","1","276"
"England","5","Portugal","8","2","276"
"Brazil","1","Korea Republic","3","3","276"
"Spain","5","Belgium","7","4","276"
"Spain","2","Croatia","4","1","277"
"Denmark","5","United States","8","2","277"
"Italy","1","Japan","3","3","277"
"England","6","Belgium","7","4","277"
"Iran","1","Nigeria","4","1","278"
"Algeria","6","Switzerland","8","2","278"
"Brazil","1","Spain","4","3","278"
"Belgium","6","Italy","7","4","278"
"Netherlands","1","Mexico","4","1","279"
"Portugal","6","Croatia","8","2","279"
"Morocco","2","England","3","3","279"
"Colombia","5","France","7","4","279"
"Italy","1","Argentina","4","1","280"
"Spain","5","France","7","2","280"
"Denmark","2","Uruguay","4","3","280"
"United States","5","Brazil","7","4","280"
"Croatia","2","Senegal","4","1","281"
"Brazil","6","Japan","8","2","281"
"Spain","2","England","3","3","281"
"Germany","5","France","7","4","281"
"Argentina","1","Belgium","4","1","282"
"Spain","5","Korea Republic","7","2","282"
"Switzerland","1","Japan","4","3","282"
"Uruguay","5","England","7","4","282"
"Portugal","2","Uruguay","3","1","283"
"England","5","Spain","7","2","283"
"Germany","2","Brazil","4","3","283"
"Denmark","5","Iran","8","4","283"
"Colombia","1","Uruguay","3","1","284"
"Croatia","6","Mexico","8","2","284"
"Wales","1","France","3","3","284"
"Morocco","6","Brazil","7","4","284"
"Poland","2","Mexico","3","1","285"
"England","6","Nigeria","8","2","285"
"Belgium","1","Wales","3","3","285"
"Denmark","6","Iran","7","4","285"
"Italy","2","France","4","1","286"
"Spain","5","Uruguay","7","2","286"
"Belgium","2","Iran","3","3","286"
"Colombia","5","Portugal","7","4","286"
"Mexico","2","Portugal","3","1","287"
"Belgium","6","France","7","2","287"
"Qatar","1","Netherlands","4","3","287"
"Brazil","5","Spain","7","4","287"
"Chile","1","Brazil","4","1","288"
"Australia","5","Nigeria","8","2","288"
"Spain","2","Germany","4","3","288"
"Portugal","5","Croatia","7","4","288"
"Germany","1","Wales","4","1","289"
"Switzerland","5","Senegal","8","2","289"
"Argentina","1","Uruguay","4","3","289"
"Spain","6","Mexico","7","4","289"
"Iran","1","Mexico","3","1","290"
"Uruguay","6","Netherlands","8","2","290"
"Germany","2","Chile","4","3","290"
"Wales","5","Italy","7","4","290"
"Mexico","1","Portugal","3","1","291"
"Brazil","5","Netherlands","7","2","291"
"United States","2","Switzerland","4","3","291"
"Croatia","5","Spain","8","4","291"
"Belgium","1","Italy","4","1","292"
"Netherlands","6","England","7","2","292"
"Croatia","1","Spain","4","3","292"
"Denmark","6","Colombia","7","4","292"
"Netherlands","1","Germany","4","1","293"
"Chile","5","Italy","7","2","293"
"Argentina","1","Portugal","4","3","293"
"Spain","5","Brazil","8","4","293"
"England","2","Colombia","3","1","294"
"Germany","6","Argentina","8","2","294"
"Mexico","1","Portugal","4","3","294"
"France","5","Belgium","7","4","294"
"Netherlands","2","Brazil","4","1","295"
"Germany","6","Belgium","7","2","295"
"Spain","2","France","3","3","295"
"Portugal","6","Argentina","8","4","295"
"Germany","2","Brazil","4","1","296"
"United States","6","Portugal","7","2","296"
"Morocco","1","Spain","4","3","296"
"Belgium","5","Tunisia","7","4","296"
"Switzerland","1","Iran","4","1","297"
"Uruguay","6","Germany","8","2","297"
"Spain","2","England","4","3","297"
"Colombia","6","Australia","8","4","297"
"Netherlands","2","Mexico","4","1","298"
"England","6","Chile","7","2","298"
"Brazil","1","Argentina","4","3","298"
"Colombia","6","Belgium","7","4","298"
"Australia","1","Uruguay","3","1","299"
"Switzerland","6","Chile","7","2","299"
"Netherlands","2","Italy","3","3","299"
"Belgium","5","Denmark","7","4","299"
"Poland","1","Brazil","4","1","300"
"Croatia","6","Argentina","8","2","300"
"Uruguay","1","Switzerland","3","3","300"
"Portugal","5","Colombia","7","4","300"
"Croatia","1","Brazil","3","1","301"
"France","6","Poland","8","2","301"
"Colombia","2","Senegal","4","3","301"
"Italy","5","Belgium","7","4","301"
"United States","1","France","3","1","302"
"Costa Rica","6","Senegal","7","2","302"
"Iran","1","Chile","3","3","302"
"Switzerland","5","Brazil","7","4","302"
"Qatar","1","England","3","1","303"
"France","6","Iran","7","2","303"
"Croatia","1","Uruguay","4","3","303"
"Netherlands","5","Korea Republic","7","4","303"
"Croatia","1","Argentina","3","1","304"
"Portugal","5","Iran","8","2","304"
"Brazil","1","Germany","4","3","304"
"Senegal","5","Spain","7","4","304"
"Portugal","2","United States","3","1","305"
"Mexico","6","Brazil","8","2","305"
"Qatar","1","Belgium","3","3","305"
"Iran","6","Uruguay","8","4","305"
"Japan","2","Portugal","4","1","306"
"France","5","Brazil","7","2","306"
"Belgium","1","Germany","4","3","306"
"Australia","5","Croatia","7","4","306"
"Chile","2","France","4","1","307"
"Japan","5","Australia","7","2","307"
"Denmark","1","Argentina","3","3","307"
"Netherlands","6","Belgium","7","4","307"
"Netherlands","2","Portugal","3","1","308"
"Argentina","6","Belgium","8","2","308"
"Qatar","1","Colombia","4","3","308"
"Croatia","6","Germany","7","4","308"
"Japan","2","Iran","4","1","309"
"Australia","6","Argentina","8","2","309"
"Spain","1","Italy","3","3","309"
"Brazil","5","Netherlands","7","4","309"
"Wales","1","Spain","3","1","310"
"Croatia","5","Brazil","8","2","310"
"Denmark","2","England","3","3","310"
"Tunisia","5","Netherlands","7","4","310"
"England","2","France","4","1","311"
"Spain","6","Australia","8","2","311"
"Wales","2","United States","3","3","311"
"Mexico","6","Germany","8","4","311"
"Japan","1","Brazil","4","1","312"
"Algeria","5","Iran","8","2","312"
"Belgium","1","Italy","3","3","312"
"Uruguay","5","Spain","7","4","312"
"Brazil","1","Belgium","3","1","313"
"Italy","5","France","8","2","313"
"Netherlands","1","Spain","3","3","313"
"Portugal","6","Japan","7","4","313"
"Belgium","1","Brazil","4","1","314"
"Chile","5","Mexico","7","2","314"
"Australia","1","Algeria","3","3","314"
"England","5","United States","7","4","314"
"Spain","2","Italy","4","1","315"
"Wales","5","Mexico","7","2","315"
"Croatia","2","Australia","3","3","315"
"Colombia","5","Portugal","8","4","315"
"Mexico","1","Argentina","4","1","316"
"Belgium","6","Chile","8","2","316"
"England","2","Croatia","3","3","316"
"Spain","5","Germany","7","4","316"
"Colombia","2","Mexico","4","1","317"
"Italy","6","Brazil","8","2","317"
"Croatia","1","Argentina","3","3","317"
"France","5","England","8","4","317"
"Netherlands","2","Italy","3","1","318"
"Argentina","5","Belgium","7","2","318"
"Algeria","1","Portugal","4","3","318"
"Korea Republic","6","Germany","8","4","318"
"Croatia","1","Belgium","3","1","319"
"Spain","6","England","8","2","319"
"Argentina","1","Portugal","3","3","319"
"Brazil","5","France","8","4","319"
"Germany","1","Brazil","4","1","320"
"Senegal","6","Denmark","7","2","320"
"Algeria","2","Croatia","4","3","320"
"Chile","6","Australia","8","4","320"
"Senegal","1","Belgium","4","1","321"
"France","6","Croatia","7","2","321"
"Colombia","1","Italy","4","3","321"
"Switzerland","5","Argentina","8","4","321"
"Argentina","1","Germany","4","1","322"
"Japan","6","Belgium","8","2","322"
"Iran","1","Chile","3","3","322"
"Italy","6","France","7","4","322"
"Netherlands","1","France","3","1","323"
"Argentina","6","Germany","7","2","323"
"Belgium","1","Italy","4","3","323"
"Spain","5","Brazil","7","4","323"
"Senegal","2","Australia","3","1","324"
"Netherlands","6","Belgium","8","2","324"
"Germany","2","England","3","3","324"
"Brazil","6","Argentina","7","4","324"
"Poland","1","Portugal","3","1","325"
"Belgium","6","Japan","7","2","325"
"France","1","Korea Republic","3","3","325"
"Germany","6","Denmark","8","4","325"
"Qatar","1","France","4","1","326"
"Iran","5","England","8","2","326"
"Brazil","1","Netherlands","4","3","326"
"Switzerland","6","United States","7","4","326"
"England","1","Spain","3","1","327"
"Argentina","6","Denmark","7","2","327"
"Qatar","2","Portugal","4","3","327"
"Iran","5","Brazil","8","4","327"
"Germany","2","Morocco","4","1","328"
"Portugal","5","England","8","2","328"
"Senegal","1","Belgium","4","3","328"
"Nigeria","5","Italy","7","4","328"
"Netherlands","2","Colombia","3","1","329"
"Portugal","5","Brazil","8","2","329"
"France","1","Argentina","4","3","329"
"Belgium","5","Spain","8","4","329"
"Netherlands","1","Spain","3","1","330"
"Uruguay","6","Mexico","7","2","330"
"Colombia","2","Poland","3","3","330"
"Switzerland","6","Chile","8","4","330"
"Denmark","2","Germany","4","1","331"
"France","6","Brazil","8","2","331"
"Argentina","1","Belgium","4","3","331"
"Australia","6","Uruguay","8","4","331"
"Italy","2","Denmark","4","1","332"
"Mexico","5","England","7","2","332"
"Spain","2","Wales","4","3","332"
"France","6","Netherlands","8","4","332"
"Uruguay","1","Italy","4","1","333"
"Belgium","5","Croatia","8","2","333"
"Costa Rica","1","France","4","3","333"
"Germany","5","Portugal","7","4","333"
"Brazil","1","Germany","3","1","334"
"Iran","5","Belgium","8","2","334"
"Qatar","2","Portugal","4","3","334"
"France","6","Spain","8","4","334"
"Germany","1","Netherlands","3","1","335"
"Croatia","5","France","8","2","335"
"Brazil","1","Portugal","4","3","335"
"Belgium","6","Iran","7","4","335"
"Mexico","1","England","4","1","336"
"Argentina","6","Italy","7","2","336"
"Spain","2","Portugal","3","3","336"
"Belgium","5","Japan","7","4","336"
"Uruguay","2","France","3","1","337"
"Australia","5","Belgium","8","2","337"
"Algeria","2","Brazil","3","3","337"
"Argentina","5","Mexico","8","4","337"
"Qatar","1","Uruguay","3","1","338"
"Netherlands","6","Belgium","7","2","338"
"Switzerland","1","Algeria","4","3","338"
"Mexico","5","Portugal","7","4","338"
"United States","1","Colombia","4","1","339"
"Iran","6","Spain","7","2","339"
"Netherlands","1","France","4","3","339"
"Poland","5","Brazil","7","4","339"
"Uruguay","1","France","4","1","340"
"Netherlands","6","Poland","7","2","340"
"Brazil","1","Wales","3","3","340"
"Portugal","5","Spain","7","4","340"
"Denmark","2","France","4","1","341"
"Iran","6","Brazil","8","2","341"
"Argentina","1","England","3","3","341"
"Portugal","5","Germany","7","4","341"
"Colombia","2","England","4","1","342"
"Argentina","6","Uruguay","7","2","342"
"Croatia","1","Netherlands","4","3","342"
"Germany","5","France","8","4","342"
"Iran","1","England","3","1","343"
"Mexico","5","France","8","2","343"
"Argentina","1","Denmark","3","3","343"
"Belgium","5","Netherlands","7","4","343"
"Netherlands","2","England","4","1","344"
"Spain","5","Brazil","7","2","344"
"Portugal","1","Australia","4","3","344"
"Uruguay","5","Denmark","8","4","344"
"Uruguay","1","Chile","4","1","345"
"Italy","6","France","7","2","345"
"Qatar","1","Spain","3","3","345"
"Korea Republic","5","Mexico","8","4","345"
"Chile","1","Italy","4","1","346"
"Brazil","6","Wales","8","2","346"
"Belgium","1","Spain","3","3","346"
"France","5","Denmark","7","4","346"
"Colombia","2","Switzerland","4","1","347"
"Australia","5","Uruguay","8","2","347"
"Poland","1","France","3","3","347"
"Denmark","6","Belgium","7","4","347"
"Uruguay","1","Iran","4","1","348"
"Belgium","6","Spain","8","2","348"
"Croatia","1","Brazil","3","3","348"
"Argentina","5","England","7","4","348"
"Poland","1","Korea Republic","3","1","349"
"Uruguay","6","Italy","7","2","349"
"England","2","Belgium","4","3","349"
"Spain","6","Brazil","7","4","349"
"Netherlands","1","Belgium","4","1","350"
"Colombia","6","France","7","2","350"
"Brazil","1","Croatia","4","3","350"
"Spain","5","Switzerland","7","4","350"
"England","1","Mexico","4","1","351"
"Italy","6","Brazil","8","2","351"
"Colombia","2","Argentina","4","3","351"
"Spain","5","Portugal","7","4","351"
"Croatia","1","Colombia","4","1","352"
"Switzerland","6","Belgium","7","2","352"
"Portugal","2","Spain","3","3","352"
"Brazil","5","Italy","8","4","352"
"Colombia","2","Spain","3","1","353"
"Brazil","5","Argentina","8","2","353"
"Belgium","1","Poland","3","3","353"
"Korea Republic","5","Croatia","8","4","353"
"Korea Republic","1","Japan","3","1","354"
"France","6","Portugal","7","2","354"
"England","1","Iran","3","3","354"
"Uruguay","5","Germany","8","4","354"
"Wales","1","Italy","4","1","355"
"Portugal","6","England","7","2","355"
"France","1","Mexico","3","3","355"
"Croatia","5","Germany","8","4","355"
"Costa Rica","2","Germany","4","1","356"
"Brazil","5","Portugal","8","2","356"
"England","1","Spain","4","3","356"
"Croatia","6","Mexico","8","4","356"
"Iran","2","Belgium","4","1","357"
"Portugal","5","Italy","7","2","357"
"Mexico","2","United States","3","3","357"
"Brazil","5","France","7","4","357"
"Jamaica","2","England","4","1","358"
"Mexico","5","Germany","8","2","358"
"Portugal","2","Spain","4","3","358"
"France","5","Argentina","8","4","358"
"Poland","1","Spain","4","1","359"
"France","5","Italy","8","2","359"
"Portugal","2","Morocco","3","3","359"
"Croatia","6","Belgium","7","4","359"
"France","2","Uruguay","4","1","360"
"Croatia","6","Portugal","7","2","360"
"Netherlands","1","England","3","3","360"
"Mexico","5","Italy","8","4","360"
"Netherlands","1","United States","3","1","361"
"England","6","Croatia","7","2","361"
"Portugal","1","Spain","4","3","361"
"Mexico","5","Belgium","7","4","361"
"Korea Republic","2","Portugal","4","1","362"
"Colombia","5","Netherlands","7","2","362"
"Brazil","1","Argentina","3","3","362"
"Belgium","5","England","7","4","362"
"Switzerland","1","Mexico","3","1","363"
"Algeria","5","Croatia","7","2","363"
"France","1","Argentina","3","3","363"
"Japan","6","Spain","8","4","363"
"Wales","1","Chile","4","1","364"
"Portugal","5","Croatia","8","2","364"
"Belgium","1","Brazil","4","3","364"
"Colombia","6","Korea Republic","8","4","364"
"Netherlands","2","Belgium","4","1","365"
"Portugal","5","Croatia","7","2","365"
"United States","2","Uruguay","4","3","365"
"Brazil","5","England","8","4","365"
"Colombia","2","France","4","1","366"
