"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Iran","1","Argentina","3","3","918"
"South Korea","5","Japan","7","4","918"
"Saudi Arabia","1","Peru","3","1","919"
"Mexico","6","England","8","2","919"
"Russia","2","Iceland","4","3","919"
"Switzerland","5","Colombia","8","4","919"
"Russia","1","Argentina","3","1","920"
"Germany","6","Belgium","8","2","920"
"Spain","1","Croatia","3","3","920"
"South Korea","6","Colombia","7","4","920"
"Iran","1","Croatia","3","1","921"
"Brazil","6","Belgium","8","2","921"
"Portugal","1","Argentina","3","3","921"
"Mexico","5","England","7","4","921"
"Portugal","2","Argentina","3","1","922"
"Brazil","6","Japan","8","2","922"
"Iran","1","Croatia","3","3","922"
"Mexico","5","England","8","4","922"
"Egypt","2","Denmark","3","1","923"
"Brazil","6","Poland","8","2","923"
"Spain","2","Croatia","4","3","923"
"Switzerland","5","Japan","8","4","923"
"Russia","1","Argentina","3","1","924"
"South Korea","6","Belgium","8","2","924"
"Spain","2","Croatia","3","3","924"
"Brazil","6","Panama","7","4","924"
"Portugal","1","Argentina","3","1","925"
"Brazil","6","Belgium","8","2","925"
"Spain","2","France","3","3","925"
"Serbia","5","Panama","7","4","925"
"Uruguay","1","France","4","1","926"
"Mexico","6","Belgium","8","2","926"
"Portugal","1","Argentina","3","3","926"
"Brazil","6","England","7","4","926"
"Russia","2","France","4","1","927"
"Germany","6","England","8","2","927"
"Portugal","2","Argentina","3","3","927"
"Costa Rica","6","Poland","8","4","927"
"Uruguay","1","Croatia","3","1","928"
"Brazil","6","England","8","2","928"
"Iran","1","Argentina","3","3","928"
"South Korea","6","Belgium","8","4","928"
"Russia","2","Iceland","3","1","929"
"Brazil","6","Japan","8","2","929"
"Portugal","2","Argentina","3","3","929"
"Germany","6","England","8","4","929"
"Russia","1","France","3","1","930"
"Brazil","6","Colombia","7","2","930"
"Spain","2","Argentina","3","3","930"
"Germany","6","Japan","7","4","930"
"Spain","2","Croatia","3","1","931"
"South Korea","6","Belgium","8","2","931"
"Russia","1","Argentina","3","3","931"
"Germany","6","Colombia","7","4","931"
"Uruguay","1","France","3","1","932"
"South Korea","6","Poland","7","2","932"
"Spain","2","Peru","3","3","932"
"Germany","5","Japan","8","4","932"
"Uruguay","1","France","4","1","933"
"Mexico","6","Belgium","8","2","933"
"Russia","2","Argentina","3","3","933"
"Germany","6","Tunisia","7","4","933"
"Iran","1","Nigeria","4","1","934"
"Brazil","6","England","8","2","934"
"Portugal","1","Argentina","3","3","934"
"Costa Rica","6","Colombia","7","4","934"
"Uruguay","1","France","3","1","935"
"Costa Rica","6","England","7","2","935"
"Portugal","1","Australia","3","3","935"
"Brazil","6","Japan","7","4","935"
"Portugal","1","Argentina","3","1","936"
"Serbia","6","Colombia","8","2","936"
"Iran","1","Iceland","4","3","936"
"Brazil","6","England","8","4","936"
"Uruguay","1","Nigeria","4","1","937"
"Brazil","6","Poland","8","2","937"
"Portugal","2","Croatia","3","3","937"
"Switzerland","5","Colombia","7","4","937"
"Iran","1","France","3","1","938"
"Brazil","6","Poland","8","2","938"
"Uruguay","1","Argentina","3","3","938"
"Costa Rica","6","Senegal","8","4","938"
"Spain","2","France","3","1","939"
"Costa Rica","6","England","7","2","939"
"Uruguay","1","Peru","3","3","939"
"Brazil","6","Japan","8","4","939"
"Spain","1","Nigeria","3","1","940"
"Brazil","6","England","8","2","940"
"Portugal","2","Croatia","3","3","940"
"Germany","5","Belgium","8","4","940"
"Spain","1","Nigeria","4","1","941"
"Mexico","5","Belgium","8","2","941"
"Portugal","2","Argentina","3","3","941"
"Germany","6","Japan","8","4","941"
"Uruguay","1","Peru","3","1","942"
"Sweden","6","Japan","8","2","942"
"Spain","2","Argentina","3","3","942"
"Germany","6","England","8","4","942"
"Uruguay","1","Croatia","3","1","943"
"Costa Rica","6","England","7","2","943"
"Iran","1","Peru","3","3","943"
"South Korea","6","Poland","8","4","943"
"Iran","1","France","3","1","944"
"Germany","6","England","8","2","944"
"Spain","2","Australia","4","3","944"
"Serbia","5","Japan","7","4","944"
"Portugal","1","Iceland","4","1","945"
"Brazil","6","Belgium","8","2","945"
"Spain","2","Argentina","3","3","945"
"Costa Rica","6","England","8","4","945"
"Russia","2","France","3","1","946"
"Germany","5","Belgium","8","2","946"
"Portugal","2","Argentina","3","3","946"
"Sweden","6","Colombia","7","4","946"
"Spain","2","Croatia","3","1","947"
"Costa Rica","6","Belgium","8","2","947"
"Uruguay","1","France","3","3","947"
"Germany","6","England","8","4","947"
"Spain","2","France","4","1","948"
"Brazil","6","Poland","8","2","948"
"Egypt","2","Argentina","3","3","948"
"Costa Rica","6","Belgium","8","4","948"
"Uruguay","1","Australia","4","1","949"
"South Korea","6","England","8","2","949"
"Russia","2","Argentina","3","3","949"
"Switzerland","5","Colombia","8","4","949"
"Uruguay","1","Croatia","3","1","950"
"Mexico","6","England","8","2","950"
"Iran","1","Argentina","3","3","950"
"Costa Rica","6","Colombia","8","4","950"
"Russia","2","France","4","1","951"
"South Korea","6","Belgium","8","2","951"
"Uruguay","1","Australia","4","3","951"
"Germany","5","England","8","4","951"
"Russia","2","Peru","3","1","952"
"Brazil","6","England","8","2","952"
"Uruguay","1","Argentina","3","3","952"
"Germany","5","Colombia","8","4","952"
"Iran","1","Iceland","4","1","953"
"South Korea","6","England","8","2","953"
"Russia","1","Denmark","3","3","953"
"Mexico","5","Panama","8","4","953"
"Portugal","1","Croatia","3","1","954"
"Germany","6","England","8","2","954"
"Spain","2","France","3","3","954"
"Switzerland","5","Belgium","8","4","954"
"Portugal","1","France","4","1","955"
"Brazil","6","Belgium","8","2","955"
"Spain","1","Argentina","3","3","955"
"Costa Rica","6","England","8","4","955"
"Iran","1","Iceland","4","1","956"
"South Korea","6","Belgium","8","2","956"
"Spain","1","Australia","3","3","956"
"Brazil","6","Poland","8","4","956"
"Portugal","1","France","4","1","957"
"South Korea","6","Belgium","8","2","957"
"Saudi Arabia","1","Argentina","3","3","957"
"Costa Rica","6","Colombia","7","4","957"
"Portugal","1","France","3","1","958"
"South Korea","6","England","7","2","958"
"Egypt","2","Argentina","3","3","958"
"Costa Rica","6","Japan","7","4","958"
"Uruguay","1","Argentina","3","1","959"
"Switzerland","5","England","8","2","959"
"Spain","2","Croatia","3","3","959"
"South Korea","6","Panama","7","4","959"
"Uruguay","1","France","3","1","960"
"Brazil","6","Japan","8","2","960"
"Portugal","1","Argentina","3","3","960"
"Germany","6","England","8","4","960"
"Spain","1","Croatia","3","1","961"
"South Korea","6","Poland","8","2","961"
"Portugal","1","Peru","3","3","961"
"Germany","5","Colombia","7","4","961"
"Iran","2","Argentina","3","1","962"
"Brazil","6","Japan","8","2","962"
"Spain","1","Denmark","3","3","962"
"Costa Rica","6","Colombia","8","4","962"
"Portugal","1","France","3","1","963"
"Mexico","6","Poland","8","2","963"
"Spain","2","Peru","3","3","963"
"Costa Rica","6","Colombia","8","4","963"
"Uruguay","1","France","4","1","964"
"Brazil","6","Belgium","8","2","964"
"Portugal","1","Argentina","3","3","964"
"Sweden","6","Colombia","7","4","964"
"Spain","2","Argentina","3","1","965"
"Germany","6","Belgium","8","2","965"
"Portugal","1","Croatia","3","3","965"
"Mexico","5","Poland","8","4","965"
"Uruguay","1","Argentina","3","1","966"
"Brazil","6","Belgium","8","2","966"
"Portugal","1","Peru","3","3","966"
"Germany","5","Colombia","7","4","966"
"Iran","1","Peru","3","1","967"
"Brazil","6","Belgium","8","2","967"
"Spain","2","Denmark","4","3","967"
"Germany","6","England","8","4","967"
"Spain","1","France","3","1","968"
"Brazil","6","Poland","8","2","968"
"Iran","1","Iceland","4","3","968"
"Costa Rica","6","Belgium","8","4","968"
"Iran","1","Argentina","3","1","969"
"Brazil","6","Belgium","8","2","969"
"Egypt","2","Croatia","3","3","969"
"Costa Rica","6","England","8","4","969"
"Spain","2","France","4","1","970"
"Germany","6","England","8","2","970"
"Iran","2","Australia","4","3","970"
"South Korea","6","Senegal","8","4","970"
"Iran","1","Croatia","3","1","971"
"Brazil","6","Colombia","8","2","971"
"Uruguay","1","Argentina","3","3","971"
"Switzerland","5","Poland","8","4","971"
"Uruguay","1","France","4","1","972"
"Brazil","6","Japan","8","2","972"
"Saudi Arabia","2","Argentina","3","3","972"
"Costa Rica","6","Poland","7","4","972"
"Egypt","2","France","3","1","973"
"South Korea","6","England","8","2","973"
"Iran","1","Argentina","3","3","973"
"Costa Rica","6","Colombia","7","4","973"
"Portugal","2","France","4","1","974"
"Brazil","6","Colombia","8","2","974"
"Iran","1","Argentina","3","3","974"
"Costa Rica","6","Japan","7","4","974"
"Spain","1","France","4","1","975"
"Sweden","6","Belgium","8","2","975"
"Portugal","1","Croatia","4","3","975"
"South Korea","6","Panama","7","4","975"
"Egypt","2","France","4","1","976"
"Brazil","6","Colombia","7","2","976"
"Spain","2","Peru","3","3","976"
"Germany","5","Japan","8","4","976"
"Spain","1","France","4","1","977"
"Brazil","6","Belgium","8","2","977"
"Egypt","2","Argentina","3","3","977"
"Germany","5","Poland","8","4","977"
"Spain","2","Australia","4","1","978"
"Germany","6","Belgium","8","2","978"
"Iran","1","Argentina","3","3","978"
"Costa Rica","6","England","8","4","978"
"Spain","1","Peru","3","1","979"
"Switzerland","5","Colombia","7","2","979"
"Iran","2","Argentina","3","3","979"
"Mexico","6","Poland","8","4","979"
"Iran","2","France","4","1","980"
"Germany","6","Poland","8","2","980"
"Portugal","1","Argentina","3","3","980"
"Mexico","5","Colombia","7","4","980"
"Portugal","1","Argentina","3","1","981"
"Mexico","5","Belgium","8","2","981"
"Russia","2","Denmark","3","3","981"
"Costa Rica","6","England","8","4","981"
"Iran","1","Croatia","3","1","982"
"Brazil","6","Belgium","8","2","982"
"Spain","2","Australia","4","3","982"
"Germany","6","England","8","4","982"
"Portugal","2","France","3","1","983"
"Germany","5","Senegal","8","2","983"
"Spain","2","Croatia","3","3","983"
"Brazil","6","Poland","8","4","983"
"Spain","1","France","4","1","984"
"South Korea","6","Belgium","8","2","984"
"Portugal","2","Argentina","3","3","984"
"Germany","5","England","7","4","984"
"Uruguay","1","France","3","1","985"
"Brazil","6","Japan","8","2","985"
"Portugal","2","Peru","3","3","985"
"Serbia","5","Colombia","8","4","985"
"Morocco","2","France","4","1","986"
"Brazil","6","England","8","2","986"
"Spain","1","Croatia","3","3","986"
"Germany","5","Belgium","8","4","986"
"Portugal","1","France","4","1","987"
"Costa Rica","6","Belgium","8","2","987"
"Iran","1","Argentina","3","3","987"
"Germany","5","Japan","7","4","987"
"Russia","1","France","3","1","988"
"Brazil","6","Japan","8","2","988"
"Spain","2","Iceland","3","3","988"
"South Korea","6","Colombia","7","4","988"
"Russia","1","Australia","4","1","989"
"Brazil","6","Colombia","7","2","989"
"Uruguay","1","Argentina","3","3","989"
"Germany","5","Belgium","8","4","989"
"Iran","1","Iceland","4","1","990"
"Brazil","6","Belgium","8","2","990"
"Spain","2","Croatia","3","3","990"
"Germany","5","England","8","4","990"
"Uruguay","1","France","3","1","991"
"Serbia","5","Japan","8","2","991"
"Morocco","1","Croatia","4","3","991"
"Switzerland","5","Belgium","8","4","991"
"Portugal","1","France","3","1","992"
"Brazil","6","England","7","2","992"
"Egypt","2","Croatia","4","3","992"
"Switzerland","5","Belgium","8","4","992"
"Spain","1","France","3","1","993"
"Germany","5","England","7","2","993"
"Iran","1","Argentina","3","3","993"
"Brazil","6","Belgium","8","4","993"
"Portugal","1","France","3","1","994"
"Germany","6","England","8","2","994"
"Iran","1","Australia","4","3","994"
"Costa Rica","6","Japan","8","4","994"
"Russia","1","Peru","3","1","995"
"Serbia","5","England","8","2","995"
"Spain","2","Argentina","3","3","995"
"South Korea","6","Colombia","7","4","995"
"Spain","2","France","3","1","996"
"Mexico","6","Japan","8","2","996"
"Uruguay","1","Peru","3","3","996"
"South Korea","6","England","7","4","996"
"Spain","2","Argentina","3","1","997"
"Costa Rica","6","Belgium","8","2","997"
"Portugal","1","France","4","3","997"
"Brazil","6","Colombia","7","4","997"
"Morocco","2","Nigeria","4","1","998"
"Brazil","6","Colombia","7","2","998"
"Uruguay","1","Argentina","3","3","998"
"Mexico","5","Belgium","8","4","998"
"Spain","1","France","3","1","999"
"Switzerland","5","Colombia","8","2","999"
"Portugal","2","Croatia","4","3","999"
"Mexico","6","Japan","8","4","999"
"Spain","2","Argentina","3","1","1000"
"South Korea","6","Poland","8","2","1000"
"Iran","1","Croatia","4","3","1000"
"Mexico","6","England","7","4","1000"
