"team","group_team","opp_team","group_opp_team","match_num_semi","simulation"
"Belgium","3","Mexico","8","2","367"
"Belgium","2","Germany","7","1","368"
"Argentina","3","France","5","2","368"
"Italy","3","Germany","5","1","369"
"England","1","Belgium","5","2","369"
"Italy","4","Spain","6","1","370"
"Argentina","2","Poland","8","2","370"
"France","2","United States","8","1","371"
"Qatar","1","Germany","6","2","371"
"Colombia","1","Iran","7","1","372"
"Portugal","4","England","7","2","372"
"Brazil","1","Argentina","8","1","373"
"Spain","2","Netherlands","6","2","373"
"Colombia","2","Portugal","5","1","374"
"Brazil","1","Netherlands","8","2","374"
"Spain","2","Belgium","5","1","375"
"France","4","England","7","2","375"
"Netherlands","4","France","7","1","376"
"Belgium","1","Portugal","6","2","376"
"France","4","Argentina","6","1","377"
"Poland","3","Uruguay","6","2","377"
"Mexico","1","Germany","8","1","378"
"Brazil","1","Portugal","7","2","378"
"Wales","4","Portugal","8","1","379"
"Netherlands","1","France","8","2","379"
"Germany","2","France","7","1","380"
"Brazil","3","Spain","8","2","380"
"Brazil","3","Uruguay","8","1","381"
"France","1","Mexico","7","2","381"
"Mexico","4","Belgium","8","1","382"
"Uruguay","2","Argentina","7","2","382"
"Brazil","2","Belgium","7","1","383"
"France","3","Argentina","7","2","383"
"Portugal","3","France","8","1","384"
"Mexico","1","Uruguay","7","2","384"
"Switzerland","4","Brazil","7","1","385"
"Mexico","3","Belgium","7","2","385"
"Mexico","1","Netherlands","5","1","386"
"England","3","France","6","2","386"
"Italy","1","Belgium","8","1","387"
"Portugal","3","Spain","8","2","387"
"Australia","4","France","8","1","388"
"Denmark","1","Italy","8","2","388"
"Germany","1","Switzerland","7","1","389"
"Nigeria","1","Argentina","5","2","389"
"Japan","3","Chile","7","1","390"
"Germany","1","Argentina","7","2","390"
"Italy","1","Mexico","7","1","391"
"Wales","3","Portugal","8","2","391"
"Korea Republic","1","Italy","8","1","392"
"Mexico","1","Argentina","8","2","392"
"Argentina","1","Portugal","6","1","393"
"Uruguay","4","Australia","8","2","393"
"Algeria","1","Brazil","8","1","394"
"Belgium","2","Mexico","8","2","394"
"Qatar","4","Korea Republic","5","1","395"
"Belgium","2","Wales","5","2","395"
"Germany","3","Italy","6","1","396"
"Spain","4","Argentina","8","2","396"
"Denmark","3","Brazil","5","1","397"
"Belgium","4","Costa Rica","5","2","397"
"Japan","1","Portugal","8","1","398"
"Italy","4","Germany","6","2","398"
"Germany","4","Iran","7","1","399"
"Belgium","1","Italy","6","2","399"
"Germany","1","Portugal","8","1","400"
"France","2","Argentina","5","2","400"
"Portugal","1","Germany","7","1","401"
"Netherlands","4","Argentina","7","2","401"
"Poland","2","England","7","1","402"
"France","3","Nigeria","7","2","402"
"Netherlands","1","Brazil","8","1","403"
"Argentina","1","Mexico","5","2","403"
"Colombia","1","Belgium","7","1","404"
"Portugal","1","Uruguay","7","2","404"
"Denmark","1","England","5","1","405"
"Brazil","1","Germany","6","2","405"
"Brazil","1","Netherlands","8","1","406"
"Spain","2","France","6","2","406"
"Italy","1","Mexico","6","1","407"
"Argentina","3","Brazil","6","2","407"
"Italy","3","Uruguay","5","1","408"
"England","3","Belgium","7","2","408"
"France","2","Spain","8","1","409"
"Qatar","1","Portugal","8","2","409"
"Germany","1","Japan","5","1","410"
"Argentina","1","Brazil","5","2","410"
"France","1","Germany","5","1","411"
"Argentina","4","Brazil","6","2","411"
"Mexico","4","Argentina","8","1","412"
"Portugal","1","France","7","2","412"
"England","4","Belgium","5","1","413"
"Spain","3","Colombia","5","2","413"
"Germany","2","England","7","1","414"
"Brazil","3","Portugal","5","2","414"
"Argentina","1","Costa Rica","7","1","415"
"Brazil","1","Portugal","7","2","415"
"Netherlands","2","France","7","1","416"
"Portugal","1","Argentina","8","2","416"
"Denmark","2","Portugal","8","1","417"
"Belgium","1","Uruguay","8","2","417"
"Croatia","4","England","6","1","418"
"Italy","2","Belgium","6","2","418"
"Colombia","4","Mexico","8","1","419"
"Brazil","4","Spain","5","2","419"
"Italy","1","Netherlands","7","1","420"
"Colombia","4","Jamaica","6","2","420"
"Portugal","1","Mexico","6","1","421"
"Germany","1","Japan","7","2","421"
"Portugal","1","France","8","1","422"
"Belgium","1","Spain","6","2","422"
"Belgium","2","Brazil","6","1","423"
"Japan","1","Spain","6","2","423"
"Portugal","3","Uruguay","7","1","424"
"Brazil","4","Argentina","7","2","424"
"Belgium","2","Portugal","7","1","425"
"Denmark","4","Australia","8","2","425"
"Poland","1","Argentina","6","1","426"
"Korea Republic","4","Netherlands","5","2","426"
"Germany","1","Portugal","7","1","427"
"Brazil","2","Belgium","6","2","427"
"Denmark","3","Nigeria","8","1","428"
"Algeria","4","Croatia","6","2","428"
"Portugal","2","Spain","5","1","429"
"Colombia","4","Denmark","5","2","429"
"Argentina","3","Belgium","6","1","430"
"Poland","1","Germany","6","2","430"
"Spain","2","Germany","8","1","431"
"Mexico","3","France","8","2","431"
"Brazil","4","Spain","7","1","432"
"Italy","1","Switzerland","5","2","432"
"Italy","3","Belgium","7","1","433"
"Brazil","3","Croatia","7","2","433"
"Brazil","2","Poland","6","1","434"
"England","2","Denmark","6","2","434"
"Senegal","4","Spain","6","1","435"
"France","2","Wales","8","2","435"
"Brazil","2","Belgium","8","1","436"
"Colombia","4","Spain","8","2","436"
"France","4","Belgium","5","1","437"
"Brazil","4","Australia","6","2","437"
"Belgium","1","Argentina","7","1","438"
"Qatar","1","Mexico","8","2","438"
"Italy","1","Mexico","6","1","439"
"Germany","4","Spain","6","2","439"
"Argentina","1","Spain","5","1","440"
"Netherlands","1","Belgium","8","2","440"
"Portugal","1","France","5","1","441"
"Uruguay","4","Netherlands","7","2","441"
"Spain","2","Belgium","5","1","442"
"France","1","Brazil","8","2","442"
"Portugal","4","Belgium","6","1","443"
"Spain","3","Brazil","7","2","443"
"Chile","1","Italy","7","1","444"
"Portugal","1","Denmark","5","2","444"
"Argentina","2","Belgium","8","1","445"
"Spain","1","Uruguay","7","2","445"
"Netherlands","1","Brazil","5","1","446"
"Spain","4","England","7","2","446"
"Denmark","2","France","6","1","447"
"Brazil","1","Portugal","7","2","447"
"Wales","1","Spain","7","1","448"
"Italy","1","Portugal","6","2","448"
"Croatia","3","Belgium","8","1","449"
"Wales","3","France","8","2","449"
"England","3","Denmark","6","1","450"
"Portugal","1","Italy","6","2","450"
"Belgium","1","Denmark","8","1","451"
"Germany","1","United States","5","2","451"
"Brazil","1","Croatia","7","1","452"
"Belgium","3","Portugal","5","2","452"
"Denmark","3","Mexico","8","1","453"
"Brazil","3","France","6","2","453"
"Brazil","3","Poland","8","1","454"
"Portugal","4","England","5","2","454"
"Spain","3","Germany","6","1","455"
"Netherlands","1","Japan","5","2","455"
"Mexico","1","Brazil","8","1","456"
"England","1","Portugal","8","2","456"
"England","1","Belgium","7","1","457"
"Senegal","2","Spain","8","2","457"
"France","2","Belgium","6","1","458"
"Poland","3","Argentina","7","2","458"
"Belgium","2","Spain","6","1","459"
"England","4","Chile","5","2","459"
"Netherlands","4","United States","6","1","460"
"Korea Republic","1","Croatia","8","2","460"
"Denmark","1","Brazil","6","1","461"
"Colombia","1","Netherlands","5","2","461"
"Belgium","4","France","6","1","462"
"Denmark","1","Croatia","6","2","462"
"Germany","3","Belgium","6","1","463"
"Argentina","3","Italy","6","2","463"
"Spain","4","France","8","1","464"
"Poland","1","Belgium","6","2","464"
"Netherlands","1","Chile","5","1","465"
"Belgium","1","France","8","2","465"
"Belgium","4","Italy","8","1","466"
"Mexico","1","Brazil","6","2","466"
"Denmark","3","Korea Republic","5","1","467"
"England","3","Argentina","7","2","467"
"Mexico","2","Brazil","8","1","468"
"Iran","2","Italy","6","2","468"
"Colombia","2","Wales","6","1","469"
"Netherlands","4","Brazil","7","2","469"
"Costa Rica","3","Brazil","7","1","470"
"Belgium","1","Denmark","6","2","470"
"Iran","3","Spain","7","1","471"
"Colombia","2","France","8","2","471"
"Switzerland","1","France","8","1","472"
"England","3","Denmark","6","2","472"
"Senegal","1","Spain","5","1","473"
"Mexico","4","Chile","5","2","473"
"Denmark","4","Brazil","8","1","474"
"Spain","3","Poland","5","2","474"
"Iran","3","Croatia","6","1","475"
"France","2","Argentina","6","2","475"
"Uruguay","3","Spain","8","1","476"
"Brazil","4","Portugal","7","2","476"
"Belgium","1","Germany","7","1","477"
"Netherlands","1","Chile","6","2","477"
"Italy","1","Netherlands","6","1","478"
"Brazil","2","Uruguay","5","2","478"
"Italy","1","Croatia","6","1","479"
"Brazil","1","Portugal","8","2","479"
"Korea Republic","1","Spain","5","1","480"
"Brazil","4","Portugal","8","2","480"
"Brazil","1","Croatia","5","1","481"
"Spain","2","Portugal","7","2","481"
"Croatia","1","Germany","5","1","482"
"Chile","2","France","7","2","482"
"Argentina","1","Brazil","5","1","483"
"Netherlands","3","Poland","7","2","483"
"Morocco","2","Argentina","7","1","484"
"Brazil","4","Japan","5","2","484"
"Switzerland","2","France","7","1","485"
"Belgium","1","England","5","2","485"
"Italy","3","Netherlands","5","1","486"
"Colombia","4","Argentina","5","2","486"
"Italy","4","Spain","6","1","487"
"Argentina","1","Belgium","8","2","487"
"France","3","Netherlands","5","1","488"
"Chile","3","Italy","6","2","488"
"Uruguay","2","Mexico","6","1","489"
"England","3","France","5","2","489"
"Uruguay","1","Wales","7","1","490"
"Belgium","1","Brazil","5","2","490"
"Uruguay","1","Denmark","8","1","491"
"Netherlands","3","Italy","5","2","491"
"Argentina","1","Uruguay","8","1","492"
"Croatia","3","Netherlands","7","2","492"
"Japan","4","Mexico","7","1","493"
"Brazil","1","England","8","2","493"
"Spain","3","Brazil","5","1","494"
"Netherlands","2","Portugal","6","2","494"
"England","4","Netherlands","8","1","495"
"Belgium","4","Spain","6","2","495"
"Argentina","2","Portugal","8","1","496"
"Mexico","2","Denmark","5","2","496"
"Brazil","3","Italy","5","1","497"
"Qatar","3","Japan","8","2","497"
"France","1","Portugal","6","1","498"
"Italy","3","Netherlands","7","2","498"
"Netherlands","3","Chile","7","1","499"
"Uruguay","1","Denmark","5","2","499"
"France","2","Netherlands","8","1","500"
"Spain","2","Argentina","5","2","500"
"Mexico","2","Netherlands","7","1","501"
"Italy","3","Portugal","7","2","501"
"France","2","Colombia","8","1","502"
"Chile","1","Denmark","6","2","502"
"Switzerland","2","Spain","8","1","503"
"Brazil","2","Germany","5","2","503"
"Belgium","4","Portugal","7","1","504"
"Brazil","1","Germany","5","2","504"
"Belgium","3","Colombia","7","1","505"
"Portugal","3","Brazil","5","2","505"
"England","1","Argentina","7","1","506"
"Brazil","1","Belgium","7","2","506"
"Mexico","2","Denmark","5","1","507"
"Chile","1","England","5","2","507"
"Spain","4","Uruguay","8","1","508"
"Chile","1","Netherlands","6","2","508"
"Italy","1","Spain","7","1","509"
"Iran","4","Portugal","6","2","509"
"Croatia","1","Colombia","7","1","510"
"France","3","Portugal","8","2","510"
"Italy","2","France","6","1","511"
"Iran","4","Spain","6","2","511"
"Switzerland","3","Poland","7","1","512"
"Mexico","3","Brazil","6","2","512"
"Italy","1","Colombia","5","1","513"
"Germany","3","Brazil","6","2","513"
"Spain","2","Brazil","6","1","514"
"Switzerland","2","Germany","7","2","514"
"Germany","1","Colombia","5","1","515"
"Netherlands","2","Belgium","5","2","515"
"Denmark","3","England","8","1","516"
"Germany","1","Switzerland","6","2","516"
"France","2","Spain","6","1","517"
"Mexico","3","Japan","6","2","517"
"Netherlands","1","Japan","7","1","518"
"Brazil","1","Italy","7","2","518"
"Germany","4","Brazil","5","1","519"
"France","1","Italy","8","2","519"
"Italy","1","Brazil","7","1","520"
"Belgium","4","Portugal","7","2","520"
"France","3","Argentina","6","1","521"
"Netherlands","1","Portugal","5","2","521"
"France","1","Portugal","5","1","522"
"Chile","3","Argentina","8","2","522"
"Argentina","1","France","5","1","523"
"Brazil","3","Korea Republic","5","2","523"
"England","4","Brazil","7","1","524"
"Italy","1","Argentina","7","2","524"
"Argentina","4","Croatia","6","1","525"
"Uruguay","3","Brazil","5","2","525"
"Senegal","2","France","7","1","526"
"Belgium","4","Brazil","5","2","526"
"Belgium","1","Germany","6","1","527"
"Uruguay","3","Brazil","6","2","527"
"Argentina","3","Brazil","8","1","528"
"Belgium","1","Netherlands","5","2","528"
"Croatia","3","Belgium","5","1","529"
"United States","1","Argentina","8","2","529"
"France","1","Brazil","5","1","530"
"Wales","1","Germany","7","2","530"
"Germany","1","Poland","8","1","531"
"Brazil","2","Portugal","6","2","531"
"Spain","3","Argentina","7","1","532"
"Belgium","1","France","5","2","532"
"Korea Republic","4","Belgium","6","1","533"
"Spain","4","France","6","2","533"
"Spain","4","Argentina","5","1","534"
"England","4","Italy","8","2","534"
"Italy","1","Netherlands","6","1","535"
"Brazil","1","England","8","2","535"
"Spain","1","France","7","1","536"
"Portugal","1","Germany","6","2","536"
"Portugal","1","Brazil","8","1","537"
"Belgium","2","England","6","2","537"
"France","2","Netherlands","6","1","538"
"Spain","4","Belgium","8","2","538"
"Brazil","2","Belgium","6","1","539"
"Italy","4","France","7","2","539"
"Portugal","3","Italy","5","1","540"
"Mexico","3","Netherlands","5","2","540"
"Germany","1","Australia","5","1","541"
"Morocco","3","Belgium","5","2","541"
"Brazil","1","Spain","5","1","542"
"Switzerland","4","France","8","2","542"
"Argentina","3","Denmark","8","1","543"
"Portugal","1","Brazil","8","2","543"
"Germany","1","Uruguay","6","1","544"
"Denmark","4","Brazil","7","2","544"
"Denmark","1","Argentina","8","1","545"
"Spain","2","Senegal","7","2","545"
"France","1","Denmark","8","1","546"
"Belgium","4","England","8","2","546"
"Brazil","1","Netherlands","7","1","547"
"Germany","3","Spain","8","2","547"
"Brazil","4","England","6","1","548"
"Uruguay","1","Spain","6","2","548"
"France","4","Spain","6","1","549"
"Brazil","1","Italy","5","2","549"
"Croatia","1","Belgium","7","1","550"
"Argentina","1","France","7","2","550"
"Belgium","2","Spain","8","1","551"
"Wales","1","France","8","2","551"
"Mexico","3","Belgium","6","1","552"
"Denmark","2","France","7","2","552"
"Portugal","2","Senegal","6","1","553"
"Netherlands","2","Switzerland","6","2","553"
"France","2","Brazil","6","1","554"
"United States","3","Mexico","5","2","554"
"Morocco","3","France","8","1","555"
"Japan","4","Colombia","7","2","555"
"Brazil","1","Mexico","8","1","556"
"Netherlands","1","Italy","5","2","556"
"England","2","Belgium","6","1","557"
"Korea Republic","4","Denmark","6","2","557"
"Portugal","4","Denmark","8","1","558"
"England","4","Algeria","7","2","558"
"Tunisia","2","Netherlands","7","1","559"
"Spain","4","Italy","6","2","559"
"Japan","2","Italy","5","1","560"
"Brazil","3","England","8","2","560"
"Uruguay","1","Netherlands","7","1","561"
"Germany","1","Denmark","8","2","561"
"Uruguay","1","Belgium","8","1","562"
"Netherlands","2","France","8","2","562"
"Belgium","2","Uruguay","5","1","563"
"Netherlands","4","France","5","2","563"
"Brazil","1","Colombia","8","1","564"
"France","1","Germany","8","2","564"
"Brazil","2","Iran","7","1","565"
"France","2","Colombia","8","2","565"
"Poland","4","Netherlands","5","1","566"
"Iran","2","Italy","8","2","566"
"Belgium","3","Brazil","6","1","567"
"England","2","Argentina","7","2","567"
"Netherlands","1","Colombia","7","1","568"
"Argentina","3","Portugal","6","2","568"
"Brazil","4","Portugal","6","1","569"
"Mexico","2","Colombia","5","2","569"
"Croatia","4","Belgium","8","1","570"
"Argentina","2","France","5","2","570"
"Uruguay","2","Denmark","8","1","571"
"Argentina","1","Brazil","5","2","571"
"Wales","4","Portugal","8","1","572"
"Denmark","1","Spain","7","2","572"
"France","3","Brazil","7","1","573"
"Belgium","1","Chile","6","2","573"
"Spain","4","Uruguay","5","1","574"
"Brazil","1","Germany","5","2","574"
"Spain","3","Germany","7","1","575"
"England","1","Belgium","7","2","575"
"Brazil","1","France","5","1","576"
"England","3","Colombia","5","2","576"
"Japan","1","France","8","1","577"
"Portugal","3","Brazil","5","2","577"
"Mexico","3","Uruguay","7","1","578"
"Spain","3","Argentina","5","2","578"
"Uruguay","1","Netherlands","7","1","579"
"Senegal","1","Australia","8","2","579"
"Portugal","3","Germany","7","1","580"
"Mexico","1","Croatia","5","2","580"
"Netherlands","1","France","6","1","581"
"Spain","1","Argentina","5","2","581"
"England","4","Brazil","8","1","582"
"Colombia","1","Belgium","6","2","582"
"Belgium","4","Portugal","6","1","583"
"Mexico","1","France","6","2","583"
"Denmark","4","Netherlands","5","1","584"
"Spain","3","Uruguay","8","2","584"
"Germany","4","Italy","5","1","585"
"Brazil","1","England","6","2","585"
"Belgium","1","Italy","8","1","586"
"France","1","Spain","7","2","586"
"Brazil","2","Portugal","5","1","587"
"Spain","1","Belgium","5","2","587"
"Italy","1","Spain","6","1","588"
"Qatar","2","Belgium","8","2","588"
"Tunisia","4","Costa Rica","5","1","589"
"Argentina","3","Belgium","7","2","589"
"Argentina","1","Spain","8","1","590"
"Portugal","4","England","7","2","590"
"England","3","Chile","8","1","591"
"Korea Republic","1","Belgium","6","2","591"
"Belgium","1","Spain","7","1","592"
"Qatar","1","Croatia","7","2","592"
"Uruguay","2","Brazil","5","1","593"
"England","4","Croatia","7","2","593"
"Portugal","1","Spain","7","1","594"
"Brazil","3","Italy","7","2","594"
"Netherlands","1","Belgium","6","1","595"
"France","1","Denmark","5","2","595"
"Portugal","1","Spain","6","1","596"
"Uruguay","4","Mexico","5","2","596"
"Uruguay","2","Italy","8","1","597"
"Belgium","2","Iran","6","2","597"
"Chile","2","Germany","8","1","598"
"Poland","3","Argentina","8","2","598"
"Australia","4","Portugal","6","1","599"
"Spain","2","Belgium","8","2","599"
"Italy","1","France","6","1","600"
"Korea Republic","1","Portugal","6","2","600"
"Japan","4","Algeria","8","1","601"
"Spain","3","England","7","2","601"
"Mexico","1","Spain","5","1","602"
"Germany","2","Japan","5","2","602"
"Brazil","1","Uruguay","6","1","603"
"Belgium","1","Italy","8","2","603"
"England","1","Brazil","6","1","604"
"Germany","4","Argentina","7","2","604"
"Italy","3","Netherlands","8","1","605"
"Brazil","3","Portugal","5","2","605"
"Germany","1","Mexico","7","1","606"
"Argentina","1","Chile","8","2","606"
"Argentina","1","France","8","1","607"
"Brazil","4","Denmark","8","2","607"
"Brazil","3","Portugal","5","1","608"
"Italy","2","France","7","2","608"
"Iran","1","Portugal","7","1","609"
"Brazil","1","Switzerland","6","2","609"
"England","1","Spain","5","1","610"
"Netherlands","1","United States","5","2","610"
"Poland","3","France","8","1","611"
"Belgium","1","Brazil","7","2","611"
"Germany","3","Brazil","8","1","612"
"France","2","Korea Republic","6","2","612"
"Brazil","1","Colombia","7","1","613"
"Belgium","1","Portugal","5","2","613"
"Brazil","1","Denmark","6","1","614"
"Mexico","3","Portugal","7","2","614"
"England","4","Netherlands","6","1","615"
"Costa Rica","2","Spain","8","2","615"
"Italy","1","Brazil","8","1","616"
"Portugal","4","Poland","8","2","616"
"Germany","2","Algeria","7","1","617"
"Italy","1","Brazil","5","2","617"
"Chile","1","Spain","6","1","618"
"Germany","1","Portugal","7","2","618"
"Iran","1","Brazil","7","1","619"
"United States","3","Denmark","6","2","619"
"Algeria","1","Spain","6","1","620"
"Germany","4","Portugal","6","2","620"
"Spain","4","Argentina","7","1","621"
"Brazil","2","Portugal","7","2","621"
"France","1","Morocco","6","1","622"
"Mexico","3","Belgium","7","2","622"
"England","2","Belgium","5","1","623"
"Denmark","3","Wales","8","2","623"
"France","4","England","8","1","624"
"Brazil","3","Spain","7","2","624"
"Italy","4","Chile","7","1","625"
"England","3","Mexico","7","2","625"
"Colombia","2","Brazil","6","1","626"
"Croatia","3","Iran","6","2","626"
"Denmark","2","Portugal","5","1","627"
"Brazil","3","Italy","8","2","627"
"Portugal","2","Argentina","7","1","628"
"Spain","4","Brazil","5","2","628"
"Argentina","1","Portugal","7","1","629"
"Belgium","1","Germany","8","2","629"
"France","1","England","7","1","630"
"Brazil","2","Belgium","5","2","630"
"Brazil","1","Uruguay","8","1","631"
"Belgium","1","France","8","2","631"
"Germany","4","England","5","1","632"
"Chile","2","Italy","5","2","632"
"Portugal","3","France","8","1","633"
"Uruguay","3","Italy","5","2","633"
"Spain","4","Portugal","6","1","634"
"Netherlands","3","Brazil","5","2","634"
"Italy","1","Belgium","8","1","635"
"Portugal","4","France","5","2","635"
"Belgium","2","Denmark","8","1","636"
"Uruguay","4","Switzerland","7","2","636"
"Portugal","3","Australia","7","1","637"
"France","1","Brazil","5","2","637"
"Denmark","1","Italy","7","1","638"
"Brazil","3","Argentina","5","2","638"
"Belgium","1","Colombia","8","1","639"
"Spain","3","Portugal","5","2","639"
"Belgium","2","France","7","1","640"
"Argentina","3","Mexico","6","2","640"
"France","4","England","8","1","641"
"Portugal","4","Belgium","6","2","641"
"Switzerland","2","Brazil","8","1","642"
"Portugal","2","France","5","2","642"
"Portugal","4","Brazil","7","1","643"
"Wales","4","Belgium","5","2","643"
"Netherlands","4","Belgium","6","1","644"
"Colombia","4","Italy","8","2","644"
"Uruguay","4","Portugal","7","1","645"
"Australia","4","Brazil","7","2","645"
"Brazil","3","France","6","1","646"
"Germany","2","Uruguay","5","2","646"
"Mexico","4","Argentina","7","1","647"
"Poland","1","Belgium","6","2","647"
"Denmark","4","Uruguay","6","1","648"
"France","1","Korea Republic","6","2","648"
"Argentina","1","Spain","8","1","649"
"Wales","1","Germany","6","2","649"
"France","3","Portugal","6","1","650"
"Uruguay","3","Brazil","7","2","650"
"Netherlands","3","Portugal","6","1","651"
"France","4","Italy","6","2","651"
"Brazil","4","Germany","7","1","652"
"Netherlands","4","Uruguay","5","2","652"
"Brazil","1","Italy","8","1","653"
"France","1","Spain","8","2","653"
"Belgium","1","England","5","1","654"
"Jamaica","3","Brazil","7","2","654"
"United States","3","Denmark","7","1","655"
"England","1","Italy","8","2","655"
"Uruguay","4","Korea Republic","6","1","656"
"France","4","Mexico","7","2","656"
"Brazil","2","Croatia","5","1","657"
"Portugal","3","Belgium","8","2","657"
"Germany","3","Italy","5","1","658"
"Algeria","3","Belgium","7","2","658"
"France","2","Argentina","7","1","659"
"Belgium","3","Senegal","6","2","659"
"Japan","4","Brazil","7","1","660"
"Poland","3","Portugal","6","2","660"
"Germany","3","Brazil","8","1","661"
"Portugal","1","Italy","6","2","661"
"United States","1","Brazil","7","1","662"
"Switzerland","3","Chile","6","2","662"
"Mexico","1","Poland","5","1","663"
"Colombia","1","Belgium","8","2","663"
"Mexico","3","Denmark","5","1","664"
"Brazil","3","Belgium","5","2","664"
"Croatia","1","Jamaica","7","1","665"
"Qatar","1","France","8","2","665"
"Belgium","2","Brazil","7","1","666"
"Netherlands","4","Portugal","7","2","666"
"Brazil","1","Argentina","6","1","667"
"Italy","1","Netherlands","6","2","667"
"Netherlands","2","Portugal","6","1","668"
"France","3","Argentina","5","2","668"
"Belgium","4","Brazil","6","1","669"
"Japan","2","Argentina","7","2","669"
"Germany","3","Senegal","6","1","670"
"Belgium","2","Argentina","7","2","670"
"France","3","Belgium","6","1","671"
"Switzerland","2","Portugal","8","2","671"
"Brazil","1","England","6","1","672"
"Spain","2","Morocco","8","2","672"
"Switzerland","1","Germany","6","1","673"
"France","4","Italy","8","2","673"
"Wales","1","Spain","7","1","674"
"Argentina","3","Colombia","7","2","674"
"Germany","2","Wales","6","1","675"
"England","3","Netherlands","6","2","675"
"Italy","4","Brazil","6","1","676"
"England","2","Uruguay","6","2","676"
"Portugal","3","Spain","8","1","677"
"Belgium","1","Germany","8","2","677"
"Croatia","4","Brazil","5","1","678"
"Belgium","2","Netherlands","5","2","678"
"Switzerland","1","Uruguay","8","1","679"
"France","2","Brazil","8","2","679"
"Portugal","3","Brazil","6","1","680"
"Japan","3","Belgium","7","2","680"
"Brazil","1","Uruguay","8","1","681"
"England","3","Portugal","7","2","681"
"Iran","2","France","8","1","682"
"Brazil","1","Netherlands","6","2","682"
"Wales","1","France","5","1","683"
"Belgium","4","Brazil","7","2","683"
"Iran","4","Belgium","5","1","684"
"France","1","Germany","6","2","684"
"Belgium","1","France","5","1","685"
"Mexico","3","Croatia","5","2","685"
"Germany","1","Italy","6","1","686"
"Mexico","3","Belgium","8","2","686"
"Italy","3","Netherlands","5","1","687"
"Belgium","3","Argentina","8","2","687"
"Colombia","4","Belgium","7","1","688"
"Spain","1","Denmark","8","2","688"
"Iran","3","France","7","1","689"
"Brazil","1","Portugal","7","2","689"
"Brazil","1","Spain","5","1","690"
"Qatar","1","Portugal","6","2","690"
"Portugal","4","Spain","6","1","691"
"Brazil","4","Mexico","5","2","691"
"Denmark","4","Spain","6","1","692"
"Portugal","1","Netherlands","6","2","692"
"Argentina","2","Brazil","8","1","693"
"Qatar","2","Korea Republic","6","2","693"
"Argentina","1","Brazil","7","1","694"
"Belgium","4","Germany","6","2","694"
"France","3","Denmark","8","1","695"
"Croatia","1","Spain","7","2","695"
"Iran","1","Brazil","7","1","696"
"Argentina","3","Uruguay","7","2","696"
"France","2","Brazil","8","1","697"
"Portugal","2","England","5","2","697"
"France","3","Portugal","7","1","698"
"Mexico","4","Uruguay","5","2","698"
"Switzerland","2","Belgium","6","1","699"
"Colombia","4","United States","8","2","699"
"Uruguay","2","Argentina","7","1","700"
"Spain","2","Italy","8","2","700"
"Belgium","1","England","7","1","701"
"France","2","Brazil","8","2","701"
"Algeria","1","Brazil","6","1","702"
"Spain","1","Netherlands","8","2","702"
"Germany","2","Belgium","6","1","703"
"Brazil","1","Spain","5","2","703"
"Switzerland","4","England","7","1","704"
"France","3","Belgium","8","2","704"
"Poland","3","Portugal","8","1","705"
"Denmark","3","France","8","2","705"
"Mexico","2","France","6","1","706"
"Brazil","2","Argentina","7","2","706"
"Brazil","1","Spain","5","1","707"
"Iran","3","France","7","2","707"
"Colombia","1","Uruguay","8","1","708"
"Belgium","2","Spain","8","2","708"
"Germany","1","Tunisia","6","1","709"
"Spain","2","France","5","2","709"
"England","1","Portugal","8","1","710"
"Denmark","2","France","5","2","710"
"Germany","3","Croatia","5","1","711"
"Belgium","3","Uruguay","6","2","711"
"Uruguay","1","Mexico","8","1","712"
"Qatar","1","Belgium","5","2","712"
"Brazil","1","Belgium","7","1","713"
"England","4","Argentina","6","2","713"
"Italy","4","Brazil","8","1","714"
"England","1","Portugal","6","2","714"
"Uruguay","2","England","7","1","715"
"Belgium","4","Italy","7","2","715"
"Italy","3","France","8","1","716"
"Brazil","1","Portugal","7","2","716"
"England","1","France","6","1","717"
"Croatia","1","Chile","6","2","717"
"England","1","Portugal","8","1","718"
"Senegal","3","Italy","5","2","718"
"England","3","Portugal","6","1","719"
"Denmark","1","Spain","8","2","719"
"Switzerland","2","Portugal","8","1","720"
"Algeria","1","Belgium","8","2","720"
"United States","2","France","7","1","721"
"Portugal","4","Japan","7","2","721"
"Mexico","3","Portugal","5","1","722"
"Belgium","3","England","5","2","722"
"Argentina","4","Belgium","6","1","723"
"Chile","4","Netherlands","6","2","723"
"Portugal","1","Italy","6","1","724"
"Netherlands","1","Colombia","7","2","724"
"Italy","3","Portugal","5","1","725"
"Chile","1","Brazil","5","2","725"
"Brazil","2","Croatia","8","1","726"
"Argentina","2","Spain","6","2","726"
"Switzerland","1","Wales","6","1","727"
"Netherlands","1","Belgium","7","2","727"
"France","2","Argentina","7","1","728"
"Spain","4","Belgium","6","2","728"
"Belgium","4","Italy","5","1","729"
"Spain","3","France","7","2","729"
"Mexico","4","Netherlands","6","1","730"
"Brazil","1","Spain","6","2","730"
"Belgium","2","Spain","8","1","731"
"Italy","3","France","8","2","731"
"Brazil","2","Belgium","8","1","732"
"Japan","4","Uruguay","8","2","732"
"Denmark","1","Portugal","8","1","733"
"Argentina","1","France","7","2","733"
"England","1","Italy","8","1","734"
"Mexico","3","France","6","2","734"
"Switzerland","3","Belgium","7","1","735"
"Algeria","4","France","8","2","735"
