"team","group_team","opp_team","group_opp_team","match_num_semi","simulation"
"France","2","Japan","8","2","368"
"Spain","2","Brazil","8","1","369"
"Argentina","1","England","5","2","369"
"Spain","1","Brazil","7","1","370"
"Portugal","2","Germany","6","2","370"
"Argentina","1","England","6","1","371"
"France","2","South Korea","6","2","371"
"Uruguay","1","Brazil","8","1","372"
"Croatia","1","Belgium","6","2","372"
"Croatia","1","Brazil","7","1","373"
"Argentina","1","Belgium","5","2","373"
"Iran","1","Belgium","6","1","374"
"Nigeria","1","England","6","2","374"
"Croatia","1","Costa Rica","6","1","375"
"Argentina","2","England","5","2","375"
"Iran","1","Colombia","8","1","376"
"Spain","2","Poland","8","2","376"
"Iran","1","Germany","8","1","377"
"Croatia","1","England","5","2","377"
"France","1","Germany","8","1","378"
"Argentina","2","Brazil","6","2","378"
"Argentina","2","Brazil","8","1","379"
"France","1","South Korea","5","2","379"
"Argentina","1","South Korea","6","1","380"
"Croatia","1","Mexico","6","2","380"
"Iran","3","Brazil","8","1","381"
"Spain","2","Belgium","5","2","381"
"Nigeria","1","England","8","1","382"
"Argentina","1","Germany","5","2","382"
"Spain","1","Brazil","8","1","383"
"Iran","1","Colombia","5","2","383"
"Croatia","1","England","6","1","384"
"Argentina","1","Mexico","8","2","384"
"Spain","2","Sweden","6","1","385"
"Argentina","1","Colombia","5","2","385"
"Nigeria","1","Germany","6","1","386"
"Iran","1","Senegal","8","2","386"
"France","1","Belgium","6","1","387"
"Peru","1","Costa Rica","6","2","387"
"Australia","1","Japan","6","1","388"
"France","2","Colombia","5","2","388"
"France","1","Belgium","6","1","389"
"Argentina","2","Colombia","6","2","389"
"Croatia","1","Brazil","8","1","390"
"Spain","2","Colombia","6","2","390"
"Argentina","1","Brazil","8","1","391"
"Russia","1","Switzerland","5","2","391"
"Portugal","1","England","8","1","392"
"Spain","2","Brazil","8","2","392"
"Portugal","1","England","8","1","393"
"Argentina","2","Mexico","5","2","393"
"Spain","2","Brazil","8","1","394"
"Iceland","1","Switzerland","5","2","394"
"Croatia","1","Brazil","7","1","395"
"Argentina","1","Belgium","5","2","395"
"France","1","England","6","1","396"
"Spain","2","Germany","7","2","396"
"France","1","Brazil","7","1","397"
"Peru","1","Mexico","6","2","397"
"Uruguay","1","Germany","6","1","398"
"Spain","2","Colombia","5","2","398"
"Peru","3","Brazil","8","1","399"
"Argentina","1","Germany","6","2","399"
"Portugal","1","Switzerland","5","1","400"
"Argentina","1","Brazil","8","2","400"
"Peru","1","Belgium","6","1","401"
"Egypt","2","Colombia","6","2","401"
"Peru","1","South Korea","6","1","402"
"France","2","Germany","6","2","402"
"Portugal","1","Sweden","5","1","403"
"Uruguay","1","Germany","5","2","403"
"Iran","1","Colombia","6","1","404"
"Russia","2","Brazil","8","2","404"
"Peru","2","Sweden","6","1","405"
"Argentina","1","Colombia","7","2","405"
"Uruguay","1","Colombia","6","1","406"
"Spain","2","Brazil","8","2","406"
"Spain","1","Mexico","5","1","407"
"France","1","England","8","2","407"
"Portugal","1","Mexico","6","1","408"
"France","1","Japan","8","2","408"
"Croatia","1","England","5","1","409"
"Spain","2","Germany","5","2","409"
"France","1","Panama","8","1","410"
"Argentina","1","Brazil","6","2","410"
"France","1","Belgium","5","1","411"
"Egypt","3","Germany","7","2","411"
"Egypt","3","Brazil","8","1","412"
"France","1","Colombia","6","2","412"
"France","1","Poland","8","1","413"
"Croatia","2","Belgium","5","2","413"
"Iran","4","Poland","8","1","414"
"Argentina","1","Colombia","6","2","414"
"France","1","Japan","7","1","415"
"Spain","1","Germany","6","2","415"
"Portugal","1","Brazil","8","1","416"
"Argentina","1","Colombia","5","2","416"
"Argentina","1","Germany","7","1","417"
"Croatia","1","Brazil","8","2","417"
"Croatia","1","England","6","1","418"
"Spain","1","Brazil","8","2","418"
"France","1","Mexico","6","1","419"
"Spain","2","Germany","6","2","419"
"Spain","2","Brazil","6","1","420"
"Peru","3","South Korea","5","2","420"
"Uruguay","1","England","5","1","421"
"Croatia","2","Germany","6","2","421"
"Croatia","1","Colombia","7","1","422"
"Peru","2","Germany","8","2","422"
"France","1","England","8","1","423"
"Croatia","2","Germany","6","2","423"
"Portugal","1","Germany","6","1","424"
"Peru","2","Brazil","8","2","424"
"Spain","2","Germany","6","1","425"
"Portugal","1","Brazil","7","2","425"
"Iran","2","Belgium","6","1","426"
"Spain","1","Mexico","6","2","426"
"Uruguay","1","Colombia","5","1","427"
"France","1","South Korea","6","2","427"
"Uruguay","1","Brazil","6","1","428"
"Spain","2","Mexico","8","2","428"
"France","1","Brazil","8","1","429"
"Argentina","2","Belgium","6","2","429"
"France","1","England","8","1","430"
"Argentina","2","Belgium","5","2","430"
"France","2","Poland","8","1","431"
"Croatia","1","South Korea","6","2","431"
"Uruguay","1","Brazil","8","1","432"
"Australia","2","Germany","7","2","432"
"Nigeria","4","Sweden","6","1","433"
"Spain","2","Brazil","7","2","433"
"Spain","1","Colombia","6","1","434"
"France","1","Brazil","6","2","434"
"Iran","1","Belgium","5","1","435"
"Egypt","2","Colombia","5","2","435"
"Uruguay","1","Brazil","8","1","436"
"Australia","2","Germany","7","2","436"
"France","1","Belgium","6","1","437"
"Portugal","1","England","8","2","437"
"Denmark","1","Colombia","6","1","438"
"Argentina","2","Tunisia","7","2","438"
"Portugal","1","Germany","5","1","439"
"Spain","2","South Korea","6","2","439"
"Argentina","1","Brazil","8","1","440"
"Iran","1","Colombia","6","2","440"
"Croatia","2","Japan","7","1","441"
"Portugal","1","Poland","8","2","441"
"Uruguay","1","Serbia","5","1","442"
"Russia","1","Brazil","8","2","442"
"Spain","2","Brazil","6","1","443"
"Croatia","2","Poland","8","2","443"
"Iran","3","Brazil","8","1","444"
"France","2","Germany","7","2","444"
"Croatia","1","Belgium","6","1","445"
"Spain","2","Brazil","7","2","445"
"Argentina","1","Switzerland","5","1","446"
"Spain","2","Germany","6","2","446"
"Uruguay","1","Brazil","7","1","447"
"Spain","2","Germany","5","2","447"
"Spain","1","Belgium","6","1","448"
"Iran","3","England","6","2","448"
"France","1","England","8","1","449"
"Spain","2","Mexico","7","2","449"
"France","1","England","5","1","450"
"Argentina","1","Poland","6","2","450"
"Portugal","1","Brazil","7","1","451"
"Argentina","2","Poland","8","2","451"
"Spain","1","Brazil","8","1","452"
"Argentina","2","Germany","5","2","452"
"Spain","1","Belgium","6","1","453"
"Argentina","2","Switzerland","5","2","453"
"Spain","2","Brazil","8","1","454"
"Portugal","1","South Korea","6","2","454"
"Uruguay","1","South Korea","5","1","455"
"Spain","2","Colombia","6","2","455"
"Uruguay","1","Brazil","8","1","456"
"Argentina","2","Costa Rica","8","2","456"
"France","2","England","6","1","457"
"Argentina","1","Mexico","6","2","457"
"Uruguay","1","Belgium","6","1","458"
"Argentina","2","Mexico","6","2","458"
"France","3","Germany","5","1","459"
"Portugal","1","Colombia","7","2","459"
"Portugal","2","England","8","1","460"
"Iran","1","Germany","8","2","460"
"Uruguay","1","Sweden","6","1","461"
"Portugal","1","England","6","2","461"
"Croatia","1","Brazil","6","1","462"
"Spain","1","Colombia","6","2","462"
"Nigeria","1","Belgium","5","1","463"
"Spain","2","England","6","2","463"
"Iran","1","England","8","1","464"
"Peru","1","Germany","7","2","464"
"Spain","2","Japan","8","1","465"
"Argentina","1","Colombia","6","2","465"
"Iran","4","Mexico","8","1","466"
"Portugal","1","Germany","5","2","466"
"Croatia","1","Panama","7","1","467"
"Russia","2","Colombia","6","2","467"
"Saudi Arabia","1","Belgium","6","1","468"
"Argentina","2","Germany","6","2","468"
"Argentina","2","Costa Rica","8","1","469"
"Australia","2","Japan","5","2","469"
"Russia","2","Brazil","7","1","470"
"Denmark","1","Germany","6","2","470"
"Uruguay","1","England","7","1","471"
"Spain","2","Panama","5","2","471"
"Argentina","1","Germany","8","1","472"
"Spain","2","Brazil","7","2","472"
"Russia","1","Brazil","8","1","473"
"Uruguay","1","South Korea","5","2","473"
"Uruguay","1","England","8","1","474"
"Argentina","2","Germany","6","2","474"
"Uruguay","1","Germany","8","1","475"
"Portugal","1","Costa Rica","8","2","475"
"Uruguay","1","Colombia","6","1","476"
"Argentina","2","Mexico","8","2","476"
"Portugal","1","Mexico","5","1","477"
"Argentina","1","Germany","7","2","477"
"France","1","Germany","6","1","478"
"Argentina","1","Japan","5","2","478"
"Portugal","1","Germany","6","1","479"
"Argentina","2","Colombia","6","2","479"
"Uruguay","1","Brazil","7","1","480"
"Portugal","1","Germany","5","2","480"
"Spain","1","Panama","6","1","481"
"Argentina","2","Switzerland","5","2","481"
"France","3","Brazil","8","1","482"
"Spain","1","Switzerland","5","2","482"
"Peru","1","Brazil","8","1","483"
"Spain","2","Japan","5","2","483"
"Uruguay","1","Senegal","6","1","484"
"Spain","2","Colombia","5","2","484"
"Portugal","1","Germany","5","1","485"
"Egypt","2","Poland","8","2","485"
"Portugal","1","Belgium","5","1","486"
"Spain","1","England","6","2","486"
"Uruguay","1","Brazil","8","1","487"
"Peru","3","Colombia","5","2","487"
"Spain","1","Brazil","6","1","488"
"Portugal","2","Germany","7","2","488"
"Spain","2","Senegal","6","1","489"
"Portugal","1","Belgium","5","2","489"
"Argentina","2","Sweden","6","1","490"
"Spain","2","Germany","6","2","490"
"Peru","2","Colombia","6","1","491"
"Iran","1","Costa Rica","8","2","491"
"Spain","1","Costa Rica","6","1","492"
"Russia","1","Brazil","8","2","492"
"Spain","1","Brazil","8","1","493"
"Argentina","1","Colombia","6","2","493"
"Spain","1","Brazil","7","1","494"
"Portugal","1","Switzerland","5","2","494"
"Saudi Arabia","2","Poland","8","1","495"
"Argentina","1","Costa Rica","6","2","495"
"Argentina","1","Germany","8","1","496"
"France","1","South Korea","5","2","496"
"Uruguay","1","South Korea","5","1","497"
"Argentina","1","Brazil","8","2","497"
"France","1","Belgium","6","1","498"
"Argentina","1","Japan","8","2","498"
"Croatia","1","Colombia","7","1","499"
"Argentina","1","Japan","7","2","499"
"France","1","Japan","6","1","500"
"Argentina","2","Costa Rica","6","2","500"
"Spain","1","Brazil","7","1","501"
"Argentina","2","Germany","8","2","501"
"Croatia","1","Japan","8","1","502"
"Denmark","1","Brazil","7","2","502"
"Croatia","1","Brazil","8","1","503"
"France","2","Tunisia","7","2","503"
"Saudi Arabia","1","Belgium","6","1","504"
"Argentina","1","Germany","7","2","504"
"Uruguay","1","Poland","7","1","505"
"Spain","2","Colombia","6","2","505"
"France","1","Mexico","6","1","506"
"Argentina","2","Brazil","7","2","506"
"Croatia","1","Costa Rica","8","1","507"
"Argentina","2","Belgium","6","2","507"
"Croatia","1","Brazil","7","1","508"
"Argentina","2","Belgium","5","2","508"
"Argentina","1","Mexico","6","1","509"
"Spain","2","England","8","2","509"
"Croatia","1","England","8","1","510"
"Argentina","1","Switzerland","5","2","510"
"France","1","Germany","6","1","511"
"Argentina","1","Sweden","5","2","511"
"Uruguay","1","Mexico","7","1","512"
"Saudi Arabia","1","Germany","8","2","512"
"Croatia","2","Germany","6","1","513"
"Uruguay","1","Switzerland","5","2","513"
"Argentina","2","England","7","1","514"
"Denmark","1","South Korea","6","2","514"
"Spain","1","Brazil","8","1","515"
"Argentina","1","Germany","6","2","515"
"France","1","England","5","1","516"
"Argentina","2","Germany","6","2","516"
"Iran","3","Brazil","6","1","517"
"Argentina","2","England","6","2","517"
"Iran","3","Germany","6","1","518"
"Argentina","1","Switzerland","5","2","518"
"France","2","Japan","6","1","519"
"Australia","1","Germany","5","2","519"
"Spain","2","England","8","1","520"
"France","2","Germany","6","2","520"
"Croatia","2","Brazil","8","1","521"
"Portugal","1","Japan","5","2","521"
"Spain","1","Brazil","8","1","522"
"Iran","2","Germany","6","2","522"
"Russia","2","Brazil","6","1","523"
"Argentina","1","Germany","5","2","523"
"Uruguay","1","Colombia","6","1","524"
"France","1","Germany","5","2","524"
"France","1","Brazil","6","1","525"
"Argentina","2","Germany","5","2","525"
"Peru","3","Brazil","8","1","526"
"Argentina","2","Germany","6","2","526"
"France","1","Panama","6","1","527"
"Spain","2","Mexico","5","2","527"
"Spain","1","South Korea","6","1","528"
"Portugal","2","Belgium","5","2","528"
"France","1","Costa Rica","7","1","529"
"Spain","2","Mexico","6","2","529"
"Croatia","2","Poland","8","1","530"
"Argentina","1","England","6","2","530"
"France","1","Brazil","8","1","531"
"Argentina","1","Germany","8","2","531"
"Iran","1","Mexico","6","1","532"
"Argentina","1","Sweden","6","2","532"
"France","1","Brazil","8","1","533"
"Argentina","2","Belgium","6","2","533"
"Uruguay","1","South Korea","6","1","534"
"Spain","2","England","5","2","534"
"France","1","Mexico","8","1","535"
"Argentina","1","Colombia","5","2","535"
"Uruguay","1","Brazil","6","1","536"
"Argentina","1","Switzerland","5","2","536"
"Portugal","1","England","6","1","537"
"Iceland","1","Belgium","6","2","537"
"Spain","1","Germany","8","1","538"
"Iran","3","Brazil","7","2","538"
"Peru","2","Belgium","6","1","539"
"France","2","Japan","6","2","539"
"Peru","2","Brazil","8","1","540"
"Uruguay","1","South Korea","5","2","540"
"Portugal","2","Brazil","8","1","541"
"Argentina","2","Germany","5","2","541"
"Iran","2","Belgium","6","1","542"
"Spain","2","England","5","2","542"
"Croatia","1","England","5","1","543"
"Russia","1","Brazil","7","2","543"
"France","2","Panama","7","1","544"
"Uruguay","1","England","8","2","544"
"France","2","England","8","1","545"
"Croatia","1","Poland","5","2","545"
"Portugal","1","Mexico","6","1","546"
"Argentina","2","Belgium","6","2","546"
"Australia","1","Germany","8","1","547"
"Spain","2","Mexico","7","2","547"
"Uruguay","1","Germany","8","1","548"
"Spain","2","Poland","8","2","548"
"Argentina","1","Poland","6","1","549"
"France","2","Germany","5","2","549"
"Australia","1","Germany","6","1","550"
"France","3","England","5","2","550"
"Portugal","1","Colombia","6","1","551"
"Russia","2","Germany","5","2","551"
"Australia","1","Brazil","8","1","552"
"Croatia","2","Costa Rica","6","2","552"
"Australia","1","Sweden","5","1","553"
"Argentina","1","Colombia","8","2","553"
"Portugal","1","Brazil","8","1","554"
"Argentina","1","Switzerland","5","2","554"
"Portugal","1","Brazil","8","1","555"
"Russia","1","Germany","5","2","555"
"France","1","Mexico","6","1","556"
"Spain","2","Belgium","6","2","556"
"Portugal","1","England","6","1","557"
"Iceland","1","Brazil","6","2","557"
"Iran","2","Brazil","8","1","558"
"Argentina","1","Serbia","5","2","558"
"Spain","1","Brazil","8","1","559"
"Portugal","2","England","6","2","559"
"France","1","Brazil","8","1","560"
"Iran","1","Germany","6","2","560"
"Uruguay","1","South Korea","6","1","561"
"Argentina","2","Germany","7","2","561"
"Spain","2","South Korea","6","1","562"
"France","2","Colombia","6","2","562"
"Uruguay","1","Brazil","7","1","563"
"Spain","2","Germany","8","2","563"
"Peru","1","Belgium","6","1","564"
"Argentina","1","Mexico","5","2","564"
"Australia","1","Sweden","6","1","565"
"Iceland","3","England","8","2","565"
"Argentina","1","Belgium","6","1","566"
"Portugal","1","Germany","7","2","566"
"France","2","Germany","5","1","567"
"Russia","1","Brazil","8","2","567"
"Iran","3","Germany","6","1","568"
"Portugal","1","Switzerland","5","2","568"
"Croatia","1","Colombia","5","1","569"
"Argentina","2","Brazil","8","2","569"
"Uruguay","1","Brazil","8","1","570"
"Argentina","2","Germany","5","2","570"
"Spain","2","Belgium","6","1","571"
"Argentina","1","Panama","7","2","571"
"France","1","England","6","1","572"
"Argentina","2","Colombia","6","2","572"
"Spain","2","Belgium","5","1","573"
"Morocco","1","Mexico","6","2","573"
"Croatia","1","Mexico","8","1","574"
"Spain","1","Costa Rica","6","2","574"
"Croatia","1","Brazil","6","1","575"
"Argentina","1","Switzerland","5","2","575"
"Portugal","1","Brazil","8","1","576"
"Croatia","1","Belgium","5","2","576"
"Uruguay","1","Brazil","8","1","577"
"Argentina","2","Colombia","6","2","577"
"France","2","Switzerland","5","1","578"
"Croatia","2","Colombia","6","2","578"
"Iran","1","Costa Rica","7","1","579"
"Spain","2","Germany","5","2","579"
"France","1","Germany","8","1","580"
"Spain","2","Colombia","6","2","580"
"Peru","1","Germany","6","1","581"
"Argentina","1","South Korea","6","2","581"
"France","1","England","6","1","582"
"Spain","2","Belgium","6","2","582"
"Portugal","2","England","8","1","583"
"Spain","2","Poland","8","2","583"
"Uruguay","1","Germany","6","1","584"
"Australia","2","Belgium","6","2","584"
"Uruguay","1","Serbia","6","1","585"
"France","2","Brazil","8","2","585"
"France","4","Brazil","8","1","586"
"Argentina","1","Germany","5","2","586"
"France","1","South Korea","6","1","587"
"Argentina","1","Germany","7","2","587"
"Iran","1","Mexico","6","1","588"
"Argentina","2","Senegal","5","2","588"
"Argentina","1","England","8","1","589"
"Russia","1","Costa Rica","6","2","589"
"Spain","2","Brazil","8","1","590"
"Saudi Arabia","1","Poland","5","2","590"
"Uruguay","1","Germany","7","1","591"
"Croatia","1","Costa Rica","8","2","591"
"Russia","1","Japan","8","1","592"
"Uruguay","1","Mexico","8","2","592"
"Croatia","1","England","8","1","593"
"Spain","2","Mexico","5","2","593"
"France","1","Colombia","6","1","594"
"Australia","1","Brazil","8","2","594"
"France","1","Belgium","6","1","595"
"Croatia","1","Colombia","7","2","595"
"Croatia","1","Serbia","6","1","596"
"Argentina","1","Brazil","6","2","596"
"France","1","South Korea","6","1","597"
"Peru","1","England","5","2","597"
"Portugal","2","Brazil","8","1","598"
"Iran","1","Belgium","5","2","598"
"Iceland","1","Mexico","6","1","599"
"Argentina","2","Japan","5","2","599"
"Croatia","1","Colombia","7","1","600"
"Spain","2","Mexico","6","2","600"
"France","1","Brazil","7","1","601"
"Portugal","1","Germany","5","2","601"
"France","2","Brazil","6","1","602"
"Argentina","1","Costa Rica","7","2","602"
"Peru","1","Mexico","6","1","603"
"Portugal","1","Switzerland","5","2","603"
"France","1","Costa Rica","6","1","604"
"Spain","2","England","6","2","604"
"Argentina","1","Brazil","8","1","605"
"Spain","1","Panama","6","2","605"
"Iran","1","Brazil","8","1","606"
"Portugal","1","Colombia","5","2","606"
"France","1","Brazil","6","1","607"
"Spain","1","Poland","6","2","607"
"Argentina","1","Japan","8","1","608"
"Croatia","2","Germany","5","2","608"
"Portugal","1","Belgium","5","1","609"
"Spain","1","Colombia","6","2","609"
"Iceland","1","England","6","1","610"
"Iran","1","South Korea","6","2","610"
"Iceland","1","Costa Rica","6","1","611"
"Argentina","2","Mexico","6","2","611"
"Nigeria","1","Colombia","7","1","612"
"Argentina","2","Senegal","8","2","612"
"France","1","Costa Rica","8","1","613"
"Spain","2","Brazil","7","2","613"
"France","1","Brazil","8","1","614"
"Portugal","1","Poland","8","2","614"
"Peru","1","Costa Rica","8","1","615"
"Argentina","1","Poland","8","2","615"
"Iran","1","Brazil","8","1","616"
"Croatia","2","Germany","7","2","616"
"Spain","2","Germany","8","1","617"
"Iran","1","Brazil","7","2","617"
"Spain","2","Brazil","8","1","618"
"France","1","Mexico","8","2","618"
"Denmark","1","Belgium","6","1","619"
"Argentina","1","England","5","2","619"
"France","1","Brazil","8","1","620"
"Australia","2","South Korea","5","2","620"
"Spain","2","Germany","5","1","621"
"Argentina","1","England","8","2","621"
"Croatia","1","Brazil","8","1","622"
"Argentina","2","England","5","2","622"
"Iceland","1","Colombia","5","1","623"
"Nigeria","2","Germany","6","2","623"
"Egypt","3","Serbia","6","1","624"
"Croatia","1","Brazil","7","2","624"
"France","1","Colombia","6","1","625"
"Argentina","1","Germany","8","2","625"
"Iran","3","Belgium","5","1","626"
"Argentina","1","Germany","8","2","626"
"Uruguay","1","Costa Rica","6","1","627"
"Croatia","2","England","5","2","627"
"France","1","Belgium","6","1","628"
"Spain","2","Mexico","5","2","628"
"Argentina","1","Costa Rica","8","1","629"
"Iceland","2","Brazil","7","2","629"
"Portugal","2","Germany","8","1","630"
"Iran","3","Japan","5","2","630"
"Portugal","2","England","6","1","631"
"Uruguay","1","Japan","8","2","631"
"Russia","1","Brazil","6","1","632"
"France","1","Costa Rica","8","2","632"
"Iran","1","Belgium","6","1","633"
"Spain","2","Sweden","5","2","633"
"Croatia","1","Brazil","8","1","634"
"Spain","1","Colombia","6","2","634"
"France","1","Brazil","7","1","635"
"Iceland","4","Poland","8","2","635"
"Peru","1","Japan","8","1","636"
"Uruguay","1","Germany","5","2","636"
"Iran","1","Brazil","8","1","637"
"Argentina","1","Serbia","5","2","637"
"Croatia","1","Colombia","6","1","638"
"Argentina","1","Belgium","5","2","638"
"Iran","2","Brazil","7","1","639"
"Croatia","1","Poland","5","2","639"
"Iran","2","Germany","7","1","640"
"Uruguay","1","Japan","8","2","640"
"France","2","Costa Rica","8","1","641"
"Spain","1","Colombia","6","2","641"
"Iceland","2","Colombia","7","1","642"
"Uruguay","1","Germany","8","2","642"
"Spain","2","Poland","8","1","643"
"Uruguay","1","Belgium","5","2","643"
"Iran","1","Germany","5","1","644"
"Portugal","1","Brazil","7","2","644"
"Egypt","2","Poland","8","1","645"
"Russia","1","Belgium","6","2","645"
"Iceland","1","Brazil","7","1","646"
"Argentina","1","Belgium","5","2","646"
"Argentina","2","Sweden","6","1","647"
"France","1","Colombia","5","2","647"
"Uruguay","1","Belgium","6","1","648"
"France","2","Germany","7","2","648"
"Spain","1","Colombia","8","1","649"
"Iran","2","England","5","2","649"
"Egypt","3","Brazil","8","1","650"
"Argentina","2","Germany","7","2","650"
"Morocco","1","Colombia","5","1","651"
"Peru","3","Belgium","6","2","651"
"France","2","Japan","8","1","652"
"Russia","2","England","5","2","652"
"France","1","England","8","1","653"
"Argentina","2","Costa Rica","6","2","653"
"Iran","1","Japan","8","1","654"
"Spain","2","Germany","5","2","654"
"Croatia","1","Poland","8","1","655"
"Argentina","1","Germany","5","2","655"
"Uruguay","1","Brazil","6","1","656"
"France","1","Germany","7","2","656"
"Portugal","1","Japan","8","1","657"
"Argentina","2","Germany","8","2","657"
"Argentina","1","Poland","8","1","658"
"Spain","2","Colombia","6","2","658"
"France","1","Mexico","6","1","659"
"Portugal","1","Panama","7","2","659"
"Spain","1","Brazil","8","1","660"
"Croatia","1","Mexico","8","2","660"
"Portugal","1","Colombia","6","1","661"
"Spain","2","Poland","8","2","661"
"Iran","3","Mexico","6","1","662"
"France","1","Germany","6","2","662"
"Uruguay","1","Colombia","6","1","663"
"Peru","3","Belgium","5","2","663"
"Argentina","1","Senegal","5","1","664"
"Croatia","2","Brazil","7","2","664"
"Croatia","1","Poland","6","1","665"
"Argentina","1","Colombia","6","2","665"
"Croatia","1","Brazil","6","1","666"
"Argentina","1","Germany","5","2","666"
"Russia","1","England","8","1","667"
"Argentina","2","Brazil","8","2","667"
"Iran","1","Brazil","7","1","668"
"Spain","2","Mexico","8","2","668"
"Croatia","1","Costa Rica","8","1","669"
"Portugal","1","Germany","8","2","669"
"Russia","2","Brazil","7","1","670"
"Egypt","2","Germany","8","2","670"
"Croatia","2","Japan","6","1","671"
"Peru","1","Colombia","6","2","671"
"Iran","3","England","6","1","672"
"Portugal","2","Mexico","6","2","672"
"Argentina","1","South Korea","6","1","673"
"Peru","3","Germany","5","2","673"
"Portugal","1","England","8","1","674"
"Argentina","2","Costa Rica","6","2","674"
"Uruguay","1","England","6","1","675"
"Spain","2","Costa Rica","6","2","675"
"Denmark","1","Brazil","8","1","676"
"Saudi Arabia","1","England","5","2","676"
"Iceland","1","England","5","1","677"
"Argentina","1","Germany","6","2","677"
"France","1","Colombia","7","1","678"
"Denmark","2","Belgium","5","2","678"
"Spain","2","Costa Rica","6","1","679"
"Argentina","1","Mexico","8","2","679"
"Iran","1","Brazil","7","1","680"
"Australia","2","Germany","8","2","680"
"Spain","1","Brazil","8","1","681"
"Argentina","2","South Korea","6","2","681"
"France","1","Poland","8","1","682"
"Spain","2","Germany","6","2","682"
"Egypt","3","Colombia","5","1","683"
"Australia","1","England","6","2","683"
"Croatia","2","Costa Rica","8","1","684"
"Argentina","1","Germany","8","2","684"
"Russia","2","Brazil","7","1","685"
"Uruguay","1","Switzerland","5","2","685"
"France","2","Japan","7","1","686"
"Portugal","1","Poland","8","2","686"
"Portugal","1","Sweden","5","1","687"
"Spain","2","Germany","6","2","687"
"Portugal","1","Belgium","6","1","688"
"Peru","1","Germany","6","2","688"
"Uruguay","1","Brazil","8","1","689"
"Argentina","2","Colombia","5","2","689"
"Portugal","1","Brazil","8","1","690"
"Argentina","1","Colombia","5","2","690"
"Croatia","1","Poland","8","1","691"
"Argentina","2","Colombia","5","2","691"
"Portugal","2","South Korea","6","1","692"
"Spain","2","Brazil","6","2","692"
"Peru","1","Poland","8","1","693"
"France","1","England","6","2","693"
"Russia","1","Poland","5","1","694"
"France","1","Mexico","6","2","694"
"Portugal","1","Brazil","8","1","695"
"Peru","1","South Korea","6","2","695"
"Argentina","1","Switzerland","5","1","696"
"Croatia","2","Japan","7","2","696"
"France","1","Brazil","8","1","697"
"Russia","2","Colombia","5","2","697"
"Spain","2","Belgium","5","1","698"
"Argentina","2","Germany","7","2","698"
"Iran","1","England","6","1","699"
"Peru","1","Germany","8","2","699"
"Iran","1","Brazil","6","1","700"
"Argentina","1","South Korea","7","2","700"
"France","2","Tunisia","7","1","701"
"Russia","1","Belgium","5","2","701"
"Iran","1","Mexico","8","1","702"
"Argentina","1","Colombia","5","2","702"
"Argentina","1","Brazil","8","1","703"
"France","1","Belgium","6","2","703"
"Spain","1","South Korea","5","1","704"
"Iran","1","Costa Rica","6","2","704"
"Uruguay","1","Costa Rica","8","1","705"
"Spain","2","South Korea","6","2","705"
"Portugal","1","Brazil","8","1","706"
"Spain","1","Sweden","6","2","706"
"Egypt","4","Colombia","8","1","707"
"Portugal","1","Mexico","6","2","707"
"Croatia","1","Mexico","5","1","708"
"Argentina","1","South Korea","5","2","708"
"France","1","Belgium","5","1","709"
"Denmark","2","Panama","7","2","709"
"Portugal","1","Germany","8","1","710"
"Argentina","2","Brazil","7","2","710"
"Argentina","1","Costa Rica","7","1","711"
"France","2","Germany","7","2","711"
"France","1","Colombia","5","1","712"
"Argentina","2","England","8","2","712"
"Uruguay","1","Brazil","8","1","713"
"Egypt","3","Colombia","6","2","713"
"Croatia","1","Switzerland","5","1","714"
"Portugal","1","Germany","6","2","714"
"Uruguay","1","South Korea","6","1","715"
"France","2","Germany","5","2","715"
"Croatia","1","England","8","1","716"
"Argentina","1","Sweden","6","2","716"
"Argentina","1","Brazil","7","1","717"
"Spain","2","Belgium","5","2","717"
"Portugal","2","Germany","6","1","718"
"Argentina","1","South Korea","7","2","718"
"Spain","1","Japan","7","1","719"
"Saudi Arabia","1","Brazil","6","2","719"
"Iran","1","England","5","1","720"
"Russia","2","Belgium","5","2","720"
"Argentina","1","Belgium","5","1","721"
"Croatia","1","Costa Rica","8","2","721"
"Portugal","1","Germany","8","1","722"
"Argentina","2","England","6","2","722"
"Spain","1","Sweden","6","1","723"
"Russia","1","Costa Rica","7","2","723"
"Peru","1","Japan","6","1","724"
"France","1","Belgium","6","2","724"
"Uruguay","1","England","5","1","725"
"Croatia","2","Germany","5","2","725"
"Uruguay","1","Belgium","6","1","726"
"Argentina","1","Germany","6","2","726"
"Russia","1","England","6","1","727"
"Argentina","1","Germany","5","2","727"
"Russia","1","Belgium","6","1","728"
"France","1","England","5","2","728"
"France","1","Germany","6","1","729"
"Argentina","1","Costa Rica","6","2","729"
"Argentina","1","Germany","8","1","730"
"Egypt","3","South Korea","6","2","730"
"Portugal","1","Belgium","6","1","731"
"France","2","Japan","6","2","731"
"Croatia","1","Germany","8","1","732"
"Argentina","1","Brazil","7","2","732"
"France","1","Brazil","8","1","733"
"Australia","1","South Korea","5","2","733"
"Russia","1","England","5","1","734"
"Spain","2","Costa Rica","6","2","734"
"France","1","Mexico","6","1","735"
"Argentina","1","Tunisia","7","2","735"
"Peru","1","Switzerland","5","1","736"
"France","1","Colombia","8","2","736"
"France","1","Japan","6","1","737"
